,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,campaign_site
1768,H0NV01219,"LARIOS-ELIAS, CITLALY",REP,NV,1,House,Nevada,Republican,https://citlalyfornevada.com/
1769,H2NV01207,"EDWARDS, CHRISTOPHER",REP,NV,1,House,Nevada,Republican,https://edwards4nevada.com/
1770,H0NV02209,"ACKERMAN, PATRICIA GERALDENE MS.",DEM,NV,2,House,Nevada,Democrat,https://www.ackerman4congress.com/
1771,H0NV02217,"COHEN, EDWARD G.",DEM,NV,2,House,Nevada,Democrat,https://edcohenforcongress.com/
1772,H0NV02233,"SCHIFFMAN, STEVEN MITCHELL",DEM,NV,2,House,Nevada,Democrat,http://www.votesteve.us/
1773,H6NV02255,"SHEPHERD, RICK",DEM,NV,2,House,Nevada,Democrat,https://rickshepherd.com
1774,H8NV02095,"KOBLE, CLINT MATTHEW MR.",DEM,NV,2,House,Nevada,Democrat,https://www.kobleforcongress.com/
1775,H2NV02395,"AMODEI, MARK EUGENE",REP,NV,2,House,Nevada,Republican,http://www.amodeifornevada.com
1778,H6NV03139,"ROSEN, JACKY",DEM,NV,3,House,Nevada,Democrat,http://www.rosenfornevada.com/
1780,H6NV04020,"LEE, SUSIE",DEM,NV,3,House,Nevada,Democrat,http://susieleeforcongress.com
1783,H0NV03116,"SCHWARTZ, DAN",REP,NV,3,House,Nevada,Republican,https://dan4nevada.com/
1784,H0NV03124,"HELGELIEN, TIGER",REP,NV,3,House,Nevada,Republican,http://www.tigerforcongress.com/
1785,H0NV03132,"RODIMER, DAN",REP,NV,3,House,Nevada,Republican,https://danrodimer.com/
1786,H0NV03173,"ROBINSON, MINDY",REP,NV,3,House,Nevada,Republican,http://mindyrobinsonforcongress.com/
1788,H4NV01153,"TEIJEIRO, ANNETTE",REP,NV,3,House,Nevada,Republican,http://annetteforcongress.com
1789,H6NV03097,"TEIJEIRO, ANNETTE",REP,NV,3,House,Nevada,Republican,http://annetteforcongress.com
1790,H6NV03105,"FIORE, MICHELE",REP,NV,3,House,Nevada,Republican,http://votefiore.com/
1792,H8NV03218,"MORTENSEN, MICHELLE",REP,NV,3,House,Nevada,Republican,http://michellemortensen.com
1793,H0NV04130,"D'AYR, STEFFANIE GABRIELLE MS.",DEM,NV,4,House,Nevada,Democrat,https://www.briefornevada.com/
1797,H8NV04018,"VILELA, AMY",DEM,NV,4,House,Nevada,Democrat,https://amy4thepeople.com/
1799,H0NV04015,"MARCHANT, JIM",REP,NV,4,House,Nevada,Republican,https://www.jimmarchant.com/
1800,H0NV04023,"PETERS, SAMUEL JAMES MR",REP,NV,4,House,Nevada,Republican,https://www.sampeters4congress.com/
1801,H0NV04031,"NAVARRO, CHARLES",REP,NV,4,House,Nevada,Republican,https://www.navarrofornevada.com/
1802,H0NV04056,"SUTTON, LISA SONG",REP,NV,4,House,Nevada,Republican,https://lisa4nevada.com/
1803,H0NV04064,"BLUNDO, LEO",REP,NV,4,House,Nevada,Republican,https://www.blundofornevada.com/
1804,H0NV04072,"REED, RANDI",REP,NV,4,House,Nevada,Republican,https://www.randireednv.com/
1805,H0NV04080,"CATHERINE, PRATO",REP,NV,4,House,Nevada,Republican,https://nurseprato.com/
1806,H0NV04114,"WOOD, REBECCA",REP,NV,4,House,Nevada,Republican,https://rebeccawood.us/
1807,H0NY01186,"GOROFF, NANCY",DEM,NY,1,House,New York,Democrat,https://www.goroffforcongress.com/
1808,H0NY01202,"FLEMING, BRIDGET",DEM,NY,1,House,New York,Democrat,https://flemingfornewyork.com/
1809,H0NY01210,"FISCHER, GREGORY-JOHN",DEM,NY,1,House,New York,Democrat,http://voteforgreg.org/about/
1810,H8NY01155,"GERSHON, PERRY",DEM,NY,1,House,New York,Democrat,http://www.perrygershon.com
1814,H8NY01148,"ZELDIN, LEE M",REP,NY,1,House,New York,Republican,http://www.zeldinforcongress.com/
1815,H6NY01118,"CALONE, DAVID L",OTH,NY,1,House,New York,Other,http://www.caloneforcongress.com/
1816,H0NY02192,"GORDON, JACQUELINE",DEM,NY,2,House,New York,Democrat,https://jackiegordonforcongress.com/
1817,H6NY02124,"GREGORY, DUWAYNE",DEM,NY,2,House,New York,Democrat,https://www.duwaynegregory.com/
1820,H0NY02200,"LALOTA, NICHOLAS JOSEPH",REP,NY,2,House,New York,Republican,https://www.nicklalota.com/
1821,H0NY02234,"GARBARINO, ANDREW",REP,NY,2,House,New York,Republican,https://www.garbarinoforny.com/
1822,H0NY02259,"KUDLER, ROBERT",REP,NY,2,House,New York,Republican,https://www.kudlerforcongress.com/
1823,H0NY02267,"LIPETRI, MIKE",REP,NY,2,House,New York,Republican,https://www.mikelipetri.com/
1824,H2NY03089,"KING, PETE",REP,NY,2,House,New York,Republican,http://www.peteking.com
1825,H0NY03059," WEINSTOCK, MICHAEL S",DEM,NY,3,House,New York,Democrat,https://weinstockforcongress.com/
1826,H0NY03075,"D'ARRIGO, MELANIE",DEM,NY,3,House,New York,Democrat,https://www.darrigo2020.com/
1827,H6NY03247,"SUOZZI, THOMAS",DEM,NY,3,House,New York,Democrat,https://suozziforcongress.com
1829,H0NY03083,"DEVOLDER-SANTOS, GEORGE ANTHONY",REP,NY,3,House,New York,Republican,https://georgeforny.com/
1830,H4NY03077,"LALLY, GRANT M",REP,NY,3,House,New York,Republican,http://www.lallyforcongress.com/
1832,H8NY03177,"SAUBERMAN, JOSHUA A",IND,NY,3,House,New York,Independent,http://joshforny.com/
1833,H4NY04075,"RICE, KATHLEEN",DEM,NY,4,House,New York,Democrat,https://www.kathleenrice.com
1836,H0NY04149,"GROSZ, CINDY",REP,NY,4,House,New York,Republican,https://www.cindygrosz.com/
1839,H0NY05070,"CHOWDHURY, SHANIYAT",DEM,NY,5,House,New York,Democrat,https://shaniyat2020.com
1842,H8NY05123,"CHOUDHURY, MIZANUR",DEM,NY,5,House,New York,Democrat,https://shaniyat2020.com
1843,H8NY06048,"MEEKS, GREGORY W.",DEM,NY,5,House,New York,Democrat,https://www.congressmangregorymeeks.com
1845,H0NY05088,"LAL, AMIT",IND,NY,5,House,New York,Independent,https://www.lalforcongress.com/
1846,H0NY06060,"CHOI, SANDRA",DEM,NY,6,House,New York,Democrat,https://www.sandrachoi2020.com/
1847,H0NY06078,"GAGARIN, MELQUIADES MR.",DEM,NY,6,House,New York,Democrat,https://melforprogress.com/
1848,H2NY06116,"MENG, GRACE",DEM,NY,6,House,New York,Democrat,http://www.gracefornewyork.com
1849,H0NY06086,"ZMICH, THOMAS",REP,NY,6,House,New York,Republican,http://www.zmich2020.com/
1851,H0NY07092,"PRINCE, PAPERBOY LOVE",DEM,NY,7,House,New York,Democrat,https://paperboyprince.com/
1852,H2NY00010,"VELAZQUEZ, NYDIA M.",DEM,NY,7,House,New York,Democrat,https://www.reelectnydiavelazquez.com
1854,H2NY10092,"JEFFRIES, HAKEEM",DEM,NY,8,House,New York,Democrat,https://hakeemjeffries.com
1856,H0NY09098,"HUBBARD, ALEXANDER",DEM,NY,9,House,New York,Democrat,https://www.hubbard2020.com/
1857,H0NY09106,"HILLER, MICHAEL STEVEN MR.",DEM,NY,9,House,New York,Democrat,https://www.michaelhillerforcongress.com/
1858,H0NY09114,"DEUTSCH, CHAIM",DEM,NY,9,House,New York,Democrat,https://chaimforcongress.com/
1860,H4NY11138,"CLARKE, YVETTE  D.",DEM,NY,9,House,New York,Democrat,https://www.voteyvette.com/
1861,H8NY09158,"BUNKEDDEKO, ADEM",DEM,NY,9,House,New York,Democrat,https://ademforcongress.com/
1862,H8NY09174,"GAYOT, LUTCHI",DEM,NY,9,House,New York,Democrat,https://www.teamgayot.com/
1863,H0NY10062,"FRANKEL, AMANDA PEARL",DEM,NY,10,House,New York,Democrat,https://electamandanh.com/
1864,H0NY10070,"BOYLAN, LINDSEY",DEM,NY,10,House,New York,Democrat,https://lindseyboylan.com/
1865,H0NY10096,"HERZOG, JONATHAN",DEM,NY,10,House,New York,Democrat,https://www.herzog2020.com/
1866,H0NY10138,"WYMAN, ROBERT MARK (BOB)",DEM,NY,10,House,New York,Democrat,http://wyman2020.us/
1867,H2NY17071,"NADLER, JERROLD L.",DEM,NY,10,House,New York,Democrat,http://www.jerrynadler.com/
1868,H6NY10127,"ROSENBERG, MIKHAIL OLIVER",DEM,NY,10,House,New York,Democrat,http://oliverrosenberg.com/
1870,H0NY10112,"BERNSTEIN, CATHY",REP,NY,10,House,New York,Republican,https://cathybernsteinforcongress.com/
1872,H0NY10088,"NIGRO, JEANNE",IND,NY,10,House,New York,Independent,https://jeannenigro.com/
1875,H8NY11113,"ROSE, MAX",DEM,NY,11,House,New York,Democrat,http://www.maxroseforcongress.com
1877,H0NY11078,"MALLIOTAKIS, NICOLE",REP,NY,11,House,New York,Republican,http://nicolemalliotakis.com/
1879,H0NY11094,"CALDARERA, JOSEPH MATTHEW",REP,NY,11,House,New York,Republican,https://joecal.nyc/
1880,H0NY13074,"GRIMM, MICHAEL",REP,NY,11,House,New York,Republican,http://web.archive.org/web/20141007154241/http://grimmforcongress.com/issues/
1881,H6NY11174,"DONOVAN, DAN",REP,NY,11,House,New York,Republican,https://dandonovanforcongress.com
1882,H0NY12175,"ASHCRAFT, LAUREN",DEM,NY,12,House,New York,Democrat,https://laurenashcraft.com/
1884,H0NY12191,"HARRISON, PETER",DEM,NY,12,House,New York,Democrat,https://www.peterfornewyork.com/
1885,H2NY14037,"MALONEY, CAROLYN B.",DEM,NY,12,House,New York,Democrat,https://carolynmaloney.com
1886,H8NY12129,"PATEL, SURAJ",DEM,NY,12,House,New York,Democrat,https://www.surajpatel.nyc/
1887,H8NY12137,"HICKS, SANDER",DEM,NY,12,House,New York,Democrat,https://www.hicksforcongress.com/
1890,H0NY13124,"KEITH, JAMES FELTON",DEM,NY,13,House,New York,Democrat,http://www.jamesfeltonkeith.com
1891,H0NY13140,"RODRIGUEZ, RAMON",DEM,NY,13,House,New York,Democrat,https://ramonforcongress.com/
1892,H2NY13096,"ESPAILLAT, ADRIANO",DEM,NY,13,House,New York,Democrat,https://adrianoespaillat.com/
1893,H6NY13105,"WRIGHT, KEITH L T",DEM,NY,13,House,New York,Democrat,http://www.wright2016.com/
1894,H0NY13165,"GWINN, LOVELYNN",REP,NY,13,House,New York,Republican,https://lovefornewyork.com/
1895,H0NY14304,"KHAN, BADRUN",DEM,NY,14,House,New York,Democrat,https://badrunkhan.com/
1896,H0NY14338,"CABRERA, FERNANDO",DEM,NY,14,House,New York,Democrat,https://www.cabreraforcongress.com/
1897,H0NY14346,"CARUSO-CABRERA, MICHELLE",DEM,NY,14,House,New York,Democrat,https://michellecc2020.com/
1898,H8NY07046,"CROWLEY, JOSEPH",DEM,NY,14,House,New York,Democrat,https://crowleyforcongress.com
1899,H8NY15148,"OCASIO-CORTEZ, ALEXANDRIA",DEM,NY,14,House,New York,Democrat,https://www.ocasiocortez.com/
1900,H0NY14239,"HERNANDEZ, MIGUEL",REP,NY,14,House,New York,Republican,https://www.miguelhernandezforcongress.org/
1901,H0NY14247,"PAPAZIAN, RUTH MS",REP,NY,14,House,New York,Republican,https://ruthforcongress.com/
1902,H0NY14254,"TUCKER, ANTOINE MR.",REP,NY,14,House,New York,Republican,https://www.tucker.vote/
1903,H0NY14262,"BUTLER, JINEEA",REP,NY,14,House,New York,Republican,https://www.jineea.com/
1904,H0NY14270,"MURRAY, SCHERIE",REP,NY,14,House,New York,Republican,https://scheriemurray.com/
1905,H0NY14296,"CUMMINGS, JOHN C.",REP,NY,14,House,New York,Republican,https://cummings2020.com/
1906,H0NY14312,"CRUZ, ISRAEL ORTEGA",REP,NY,14,House,New York,Republican,https://israelortegacruzforcongress.com/
1907,H6NY14244,"SPOTORNO, FRANK",REP,NY,14,House,New York,Republican,http://www.spotornoforcongress.com/
1908,H0NY15152,"ORTIZ, JONATHAN",DEM,NY,15,House,New York,Democrat,https://www.ortiz2020.com/
1910,H0NY15178,"RAMOS, TOMAS",DEM,NY,15,House,New York,Democrat,https://www.tomasforcongress.com/
1911,H0NY15186,"DIAZ, RUBEN REV. SR",DEM,NY,15,House,New York,Democrat,http://www.rubendiaz.com/
1913,H0NY15236,"BASORA, FRANGELL",DEM,NY,15,House,New York,Democrat,https://www.frangellbasora2020.com/
1914,H0NY15244,"MARK-VIVERITO, MELISSA",DEM,NY,15,House,New York,Democrat,https://mmvforthebronx.com/
1915,H0NY15251,"CINTRON, MARLENE",DEM,NY,15,House,New York,Democrat,https://www.marleneforthebronx.com/
1916,H0NY15269,"RODRIGUEZ, YDANIS",DEM,NY,15,House,New York,Democrat,https://ydanis2020.com/
1917,H0NY15277,"LOPEZ, SAMELYS",DEM,NY,15,House,New York,Democrat,https://lopezforthepeople.com/
1918,H0NY15293,"NEWSOME, CHIVONA RENEE",DEM,NY,15,House,New York,Democrat,https://chivonanewsomeforcongress.com/
1922,H0NY16135,"GHEBREGHIORGIS, ANDOM A.",DEM,NY,16,House,New York,Democrat,https://www.andomforny.com/
1923,H0NY16143,"BOWMAN, JAMAAL",DEM,NY,16,House,New York,Democrat,https://www.bowmanforcongress.com/
1924,H0NY16150,"RAVELO, SAMUEL",DEM,NY,16,House,New York,Democrat,https://www.sammyravelo.com/
1925,H0NY16168,"FINK, CHRIS",DEM,NY,16,House,New York,Democrat,http://www.chrisfinkforcongress.com/
1926,H8NY19058,"ENGEL, ELIOT L.",DEM,NY,16,House,New York,Democrat,https://EngelforCongress.com
1927,H0NY17174,"JONES, MONDAIRE",DEM,NY,17,House,New York,Democrat,https://mondaireforcongress.com/
1928,H0NY17190,"BUCHWALD, DAVID",DEM,NY,17,House,New York,Democrat,https://www.davidbuchwaldforcongress.com/
1929,H0NY17224,"CARLUCCI, DAVID",DEM,NY,17,House,New York,Democrat,https://davidcarlucci.com/
1931,H0NY17257,"HERNANDEZ, ASHA CASTLEBERRY",DEM,NY,17,House,New York,Democrat,https://www.ashaforcongress.com/
1932,H0NY17265,"FARKAS, EVELYN",DEM,NY,17,House,New York,Democrat,https://evelynforny.com/
1933,H0NY17281,"PARKER, CATHERINE F",DEM,NY,17,House,New York,Democrat,https://catherineforcongress.com/
1934,H8NY20056,"LOWEY, NITA M",DEM,NY,17,House,New York,Democrat,http://loweyforcongress.com/
1936,H0NY17208,"EISEN, JOSH",REP,NY,17,House,New York,Republican,https://eisenforcongress.com/
1937,H0NY17307,"GOTTESFELD, YEHUDIS",REP,NY,17,House,New York,Republican,https://yehudisforcongress.com/
1938,H0NY17315,"MCARDLE SCHULMAN, MAUREEN B MRS",REP,NY,17,House,New York,Republican,https://www.maureen4congress.com/
1940,H2NY22139,"MALONEY, SEAN PATRICK",DEM,NY,18,House,New York,Democrat,http://seanmaloney.com/
1944,H6NY18203,"OLIVA JR, PHIL",REP,NY,18,House,New York,Republican,http://www.philoliva.com/
1947,H4NY18109,"SMITH, SCOTT A",UNK,NY,18,House,New York,Other,https://mrsmithforcongress.com/
1948,H8NY19173,"FLYNN, BRIAN",DEM,NY,19,House,New York,Democrat,https://www.brianflynn.us/
1949,H8NY19181,"DELGADO, ANTONIO",DEM,NY,19,House,New York,Democrat,https://delgadoforcongress.com/
1950,H8NY19215,"BEALS, JEFFREY",DEM,NY,19,House,New York,Democrat,http://bealsforcongress.com/
1951,H8NY19223,"RYAN, PATRICK",DEM,NY,19,House,New York,Democrat,http://www.ryanpatrick.org/
1952,H0NY19188,"HAWATMEH, OLA",REP,NY,19,House,New York,Republican,https://olaforcongress.com/
1954,H0NY19204,"VAN DE WATER, KYLE",REP,NY,19,House,New York,Republican,https://www.kyleforny19.com/
1955,H6NY19169,"FASO, JOHN J. MR.",REP,NY,19,House,New York,Republican,https://johnfaso.com
1956,H6NY19193,"HEANEY, ANDREW",REP,NY,19,House,New York,Republican,https://www.heaneyforcongress.com/
1961,H8NY21203,"TONKO, PAUL DAVID",DEM,NY,20,House,New York,Democrat,https://paultonko.com/
1962,H0NY20111,"JOY, ELIZABETH L",REP,NY,20,House,New York,Republican,http://joyforny.com/
1965,H2NY21115,"NELSON, PATRICK F",DEM,NY,21,House,New York,Democrat,https://www.nelsonforny.com
1966,H8NY21245,"COBB, TEDRA",DEM,NY,21,House,New York,Democrat,https://www.tedracobb.com/
1967,H8NY21252,"WILSON, KATIE",DEM,NY,21,House,New York,Democrat,https://katiewilsonforcongress.com
1968,H8NY21260,"MARTZ, EMILY",DEM,NY,21,House,New York,Democrat,https://martzforcongress.com
1971,H0NY23057,"DOHENY, MATTHEW A",REP,NY,21,House,New York,Republican,https://web.archive.org/web/2/http://www.mattdohenyforcongress.com/
1972,H4NY21079,"STEFANIK, ELISE M.",REP,NY,21,House,New York,Republican,https://eliseforcongress.com
1974,H8NY22151,"BRINDISI, ANTHONY",DEM,NY,22,House,New York,Democrat,http://brindisiforcongress.com
1975,H0NY22075,"SAGER, FRANKLIN WALTON MR.",REP,NY,22,House,New York,Republican,https://www.haywood4assembly.com/
1977,H4NY22051,"TENNEY, CLAUDIA",REP,NY,22,House,New York,Republican,https://claudiaforcongress.com
1978,H6NY22098,"PHILLIPS, GEORGE KARL MR",REP,NY,22,House,New York,Republican,https://www.garbarinoforny.com/
1979,H6NY22114,"WELLS, STEVEN M",REP,NY,22,House,New York,Republican,http://www.wellsforsecurity.com/
1980,H0NY23123,"NOREN, SCOTT A",DEM,NY,23,House,New York,Democrat,https://scottnorenforcongress.com/
1981,H8NY23134,"SUNDQUIST, EDWARD A.",DEM,NY,23,House,New York,Democrat,https://eddiesundquist.com
1982,H8NY23183,"MITRANO, TRACY",DEM,NY,23,House,New York,Democrat,https://mitrano2020.com
1984,H0NY29054,"REED, THOMAS W",REP,NY,23,House,New York,Republican,http://www.tomreedforcongress.com/
1985,H0NY24055,"MISSO, ROGER",DEM,NY,24,House,New York,Democrat,https://rogermisso.com/
1986,H0NY24063,"CONOLE, FRANCIS",DEM,NY,24,House,New York,Democrat,https://conoleforcongress.com/
1987,H8NY24090,"BALTER, DANA",DEM,NY,24,House,New York,Democrat,https://electdanabalter.com/
1988,H4NY24073,"KATKO, JOHN M",REP,NY,24,House,New York,Republican,http://www.johnkatkoforcongress.com/
1991,H8NY25105,"MORELLE, JOSEPH D",DEM,NY,25,House,New York,Democrat,https://www.votemorelle.com/
1992,H8NY25113,"WILT, ROBIN",DEM,NY,25,House,New York,Democrat,https://wiltforcongress.com/
1993,H4NY29098,"ASSINI, MARK W",REP,NY,25,House,New York,Republican,http://www.markassiniforcongress.com/
1994,H0NY26068,"EGRIU, EMIN",DEM,NY,26,House,New York,Democrat,http://egriuforcongress.com/
1995,H0NY28114,"EGRIU, EMIN EDDIE",DEM,NY,26,House,New York,Democrat,http://egriuforcongress.com/
1996,H4NY27076,"HIGGINS, BRIAN",DEM,NY,26,House,New York,Democrat,http://www.higginsforcongress.com
1997,H8NY27176,"MCMURRAY, NATHAN",DEM,NY,27,House,New York,Democrat,https://votemcmurray.com/
1998,H0NY27090,"JACOBS, CHRISTOPHER L.",REP,NY,27,House,New York,Republican,https://www.jacobs4congress.com/
1999,H0NY27108,"PARLATO, BETH",REP,NY,27,House,New York,Republican,https://bethforcongress.com/
2000,H0NY27116,"ORTT, ROBERT G",REP,NY,27,House,New York,Republican,https://www.robortt.com
2003,H8NY29032,"COLLINS, CHRISTOPHER C",REP,NY,27,House,New York,Republican,https://collinsforcongress.com
2004,H0NY27082,"WHITMER, DUANE JAMES",LIB,NY,27,House,New York,Libertarian,https://johnjamesforsenate.com/
2008,H0OH01081,"FOSTER, NIKKI",DEM,OH,1,House,Ohio,Democrat,https://nikkifosteroh.com/
2009,H0OH01099,"SCHRODER, KATE",DEM,OH,1,House,Ohio,Democrat,https://kateforcongress.com/
2012,H8OH01118,"PUREVAL, AFTAB",DEM,OH,1,House,Ohio,Democrat,https://voteaftab.com
2013,H8OH01043,"CHABOT, STEVE",REP,OH,1,House,Ohio,Republican,https://stevechabot.com/
2014,H0OH01115,"KAHN, KEVIN",LIB,OH,1,House,Ohio,Libertarian,https://kahn4congress.com/
2015,H6OH09073,"KUBALA, DIRK",LIB,OH,1,House,Ohio,Libertarian,http://kubalaforohio.com/
2016,H0OH02139,"CASTLE, JAIME",DEM,OH,2,House,Ohio,Democrat,https://castleforuscongress.com/
2017,H4OH02156,"TYSZKIEWICZ, MAREK",DEM,OH,2,House,Ohio,Democrat,http://www.electintegrity.com/
2018,H8OH02124,"SCHILLER, JILL",DEM,OH,2,House,Ohio,Democrat,http://voteschiller.com/
2019,H2OH02085,"WENSTRUP, BRAD DR.",REP,OH,2,House,Ohio,Republican,https://usabrad.com/
2020,H6OH02102,"BRINKMAN, THOMAS E",REP,OH,2,House,Ohio,Republican,http://gobrinkman.com/
2021,H0OH03103,"HARPER, MORGAN",DEM,OH,3,House,Ohio,Democrat,https://www.morganharper.org/
2022,H2OH03125,"BEATTY, JOYCE",DEM,OH,3,House,Ohio,Democrat,https://beattyforcongress.com
2025,H0OH03129,"MOSS, NICHOLAS D",OTH,OH,3,House,Ohio,Other,https://www.mossforcongress.com
2026,H0OH04085,"SITES, JEFFREY ALAN",DEM,OH,4,House,Ohio,Democrat,http://reasonanddecency.com/
2027,H0OH04093,"FRESHOUR, SHANNON",DEM,OH,4,House,Ohio,Democrat,https://shannon4ohio.com/
2028,H0OH04101,"LARSEN, MIKE",DEM,OH,4,House,Ohio,Democrat,https://www.ohiomike2020.com/
2029,H4OH04046,"GARRETT, JANET PATRICIA MRS.",DEM,OH,4,House,Ohio,Democrat,http://www.janetgarrett.com/
2031,H0OH04119,"GIBBS, CHRIS",IND,OH,4,House,Ohio,Independent,http://www.chrisgibbsohio.com/
2032,H0OH05074,"RUBANDO, NICK",DEM,OH,5,House,Ohio,Democrat,https://nickrubando.com/
2033,H0OH05082,"CARRIGAN, MICHAEL XAVIER",DEM,OH,5,House,Ohio,Democrat,https://www.mxc2020.com
2034,H8OH05036,"LATTA, ROBERT EDWARD",REP,OH,5,House,Ohio,Republican,https://lattaforcongress.com
2036,H0OH06189,"JOHNSON, BILL",REP,OH,6,House,Ohio,Republican,https://BillJohnsonLeads.com
2037,H0OH06221,"MORGAN, KENNETH F. III",REP,OH,6,House,Ohio,Republican,https://www.kennethmorganserves.com/
2039,H8OH07123,"HARBAUGH, KENNETH",DEM,OH,7,House,Ohio,Democrat,http://www.kenharbaughforcongress.com/
2041,H0OH18077,"GIBBS, ROBERT",REP,OH,7,House,Ohio,Republican,http://www.bobgibbsforcongress.com/
2042,H6OH07119,"ROBERTSON, TERRY",REP,OH,7,House,Ohio,Republican,https://terryrobertsonforohio.com/
2044,H0OH07146,"LAPE, BRANDON MICHAEL",LIB,OH,7,House,Ohio,Libertarian,https://lapeforohio.com/
2045,H8OH08097,"ENOCH, VANESSA L. DR.",DEM,OH,8,House,Ohio,Democrat,https://enochforcongress.com/
2047,H6OH08315,"DAVIDSON, WARREN",REP,OH,8,House,Ohio,Republican,http://www.davidsonforcongress.com
2048,H2OH09031,"KAPTUR, MARCY HON.",DEM,OH,9,House,Ohio,Democrat,https://marcykaptur.com/
2050,H8OH09111,"KRAUS, STEVEN WAYNE MR.",REP,OH,9,House,Ohio,Republican,https://krausforthehaus.com
2051,H0OH10116,"TIMS, DESIREE",DEM,OH,10,House,Ohio,Democrat,https://www.timsforcongress.com/
2052,H0OH10132,"MOYER, ERIC",DEM,OH,10,House,Ohio,Democrat,https://www.moyer2020.org/
2054,H8OH10119,"GASPER, THERESA",DEM,OH,10,House,Ohio,Democrat,https://gasperforcongress.com
2055,H0OH10124,"FLANDERS, KATHI",REP,OH,10,House,Ohio,Republican,http://kathiflanders.com/
2056,H2OH03067,"TURNER, MICHAEL R",REP,OH,10,House,Ohio,Republican,http://www.miketurner.com/
2057,H0OH11114,"HOOD, MICHAEL",DEM,OH,11,House,Ohio,Democrat,https://www.mikehood4congress.org/
2058,H0OH11122,"SHABAZZ, TARIQ KHAJUAN",DEM,OH,11,House,Ohio,Democrat,https://www.shabazzforusrep2020.com/
2059,H8OH11141,"FUDGE, MARCIA L.",DEM,OH,11,House,Ohio,Democrat,http://marcialfudge.com
2060,H0OH11072,"MANDEL, JOSHUA A",REP,OH,11,House,Ohio,Republican,https://joshmandel.com/
2061,H0OH11080,"TAYLOR, SHALIRA LISA",REP,OH,11,House,Ohio,Republican,https://www.taylor4all.com/
2062,H0OH11098,"GORE, LAVERNE",REP,OH,11,House,Ohio,Republican,https://lavernegore4congress.org/
2063,H0OH11106,"SCHULZ, JONAH",REP,OH,11,House,Ohio,Republican,https://www.schulzforcongress.com/
2066,H0OH12179,"SHEARER, ALAINA",DEM,OH,12,House,Ohio,Democrat,https://www.alaina2020.com/
2070,H8OH12297,"O'CONNOR, DANIEL JAY",DEM,OH,12,House,Ohio,Democrat,https://www.danbenson.com/about
2072,H8OH12180,"BALDERSON, WILLIAM TROY",REP,OH,12,House,Ohio,Republican,https://baldersonforcongress.com
2074,H8OH12248,"LENEGHAN, MELANIE ANN MRS.",REP,OH,12,House,Ohio,Republican,https://melaniefornm.com/
2077,H0OH13201,"SANTOS, ROBERT",REP,OH,13,House,Ohio,Republican,https://www.robertsantos4ohio.com/
2078,H8OH13147,"DEPIZZO, CHRIS",REP,OH,13,House,Ohio,Republican,https://depizzoforcongress.com
2080,H8OH16108,"HAGAN, CHRISTINA",REP,OH,13,House,Ohio,Republican,https://hagan2020.com/
2081,H0OH14084,"MUERI, HILLARY O'CONNOR",DEM,OH,14,House,Ohio,Democrat,https://www.hillaryoconnormueri.com/
2082,H8OH14111,"RADER, ELIZABETH ANNE",DEM,OH,14,House,Ohio,Democrat,https://betsyrader4ohio.com/
2083,H2OH14064,"JOYCE, DAVID P",REP,OH,14,House,Ohio,Republican,http://joyceforcongress.com
2084,H0OH15149,"NEWBY, JOEL III",DEM,OH,15,House,Ohio,Democrat,https://www.joelnewby.com/
2087,H8OH15076,"STIVERS, STEVE MR.",REP,OH,15,House,Ohio,Republican,https://SteveStivers.com
2091,H8OH16124,"GONZALEZ, ANTHONY E",REP,OH,16,House,Ohio,Republican,https://www.voteanthonygonzalez.com
2092,H0OK01147,"ASAMOA-CAESAR, KOJO",DEM,OK,1,House,Oklahoma,Democrat,https://kojoforcongress.com/
2093,H2OK01085,"DODD, DOUG",DEM,OK,1,House,Oklahoma,Democrat,http://dodd4education.com/
2094,H8OK01173,"GILPIN, TIM",DEM,OK,1,House,Oklahoma,Democrat,https://www.gilpin4congress.com/
2095,H8OK01181,"DOUGLAS, AMANDA",DEM,OK,1,House,Oklahoma,Democrat,http://amandadouglasforcongress.com/
2096,H0OK01089,"DAHM, NATHAN",REP,OK,1,House,Oklahoma,Republican,https://nathandahm.com
2099,H8OK01157,"HERN, KEVIN R",REP,OK,1,House,Oklahoma,Republican,http://www.hernforcongress.com
2100,H8OK01165,"HARRIS, TIM",REP,OK,1,House,Oklahoma,Republican,http://www.timharris.org/
2101,H0OK02210,"LANIER, DANYELL",DEM,OK,2,House,Oklahoma,Democrat,http://www.danyellforcongress.com/
2102,H4OK02089,"BOREN, DAVID DANIEL",DEM,OK,2,House,Oklahoma,Democrat,https://www.maryboren.com
2105,H2OK02083,"MULLIN, MARKWAYNE MR.",REP,OK,2,House,Oklahoma,Republican,https://www.mullinforcongress.com/
2107,H4OK06056,"LUCAS, FRANK D.",REP,OK,3,House,Oklahoma,Republican,https://frankdlucas.com/
2108,H8OK04094,"BRANNON, MARY",DEM,OK,4,House,Oklahoma,Democrat,https://www.electbrannon.com/
2109,H2OK04055,"COLE, TOM",REP,OK,4,House,Oklahoma,Republican,http://www.tomcoleforcongress.com/
