extra_id,text,name,class_simple,topics
4968, too many politicians content to exploit issue for political gain,KIRKPATRICK ANN,3,election 
4983, ann forceful and effective advocate for arizonas infrastructure needs,KIRKPATRICK ANN,3,election 
5004, ann fought against federal governments harmful approach to arizonas land and water issues,KIRKPATRICK ANN,3,election 
5025,fight to protect programs against privatization or efforts to end medicare guarantee,KIRKPATRICK ANN,3,election 
5045,thats ann long advocate of protecting program and strongly supported former rep ron barbers successful effort to save as funding,KIRKPATRICK ANN,3,election 
5058,ann consistent advocate for dream act,KIRKPATRICK ANN,3,election 
5080,ann also fighting back against government policies hurt students and families,KIRKPATRICK ANN,3,election 
5083,ann fought against repeated attempts to cut pell grants,KIRKPATRICK ANN,3,election 
5092,ann also proud nearly people given to campaigns,KIRKPATRICK ANN,3,election 
5102,ann proudly prochoice and always advocate for ensuring all women access to health services need,KIRKPATRICK ANN,3,election 
5103,fight against republican efforts to defund planned parenthood or weaken protections or access for womens health insurance and services,KIRKPATRICK ANN,3,election 
5014,arizonas natural resources critical to states economic prosperity,KIRKPATRICK ANN,10,environment
5091,arizonas natural resources also key economic engines particularly in rural areas and bring muchneeded jobs to state,KIRKPATRICK ANN,10,environment
5100,ann believes must fight global climate change and reduce carbon footprint before too late,KIRKPATRICK ANN,10,environment
4798, and protecting social security and medicare,KIRKPATRICK ANN,5,healthcare
4862,southern arizonas healthcare under threat,KIRKPATRICK ANN,5,healthcare
4912, and healthcare even today,KIRKPATRICK ANN,5,healthcare
4965, and daughter health insurance to support effort to care for newborn,KIRKPATRICK ANN,5,healthcare
4992,several different medicare for all proposals and different ideas on afford to cover everyone ann interested in researching and debating ideas,KIRKPATRICK ANN,5,healthcare
5003, health care and education,KIRKPATRICK ANN,5,healthcare
5112,ann believes in universal health care to ensure all americans insurance so get highquality,KIRKPATRICK ANN,5,healthcare
4928, ann long record of working to ensure border agents and law enforcement officials resources need to combat cartels and traffickers,KIRKPATRICK ANN,9,immigration
4929,worked to pass million border security package and successfully opposed cuts to federal funding relieved burden of border enforcement on arizona,KIRKPATRICK ANN,9,immigration
4932, stimulate economy and ensure border communities safe and secure,KIRKPATRICK ANN,9,immigration
4941, fair and comprehensive immigration reform,KIRKPATRICK ANN,9,immigration
4915,investments in infrastructure investments in american innovation and help to rebuild middle class,KIRKPATRICK ANN,12,infra_transpo
4916,arizona widespread infrastructure needs,KIRKPATRICK ANN,12,infra_transpo
5013, infrastructure and job training,KIRKPATRICK ANN,12,infra_transpo
5020, prompting investigation of va facilities nationwide,KIRKPATRICK ANN,12,infra_transpo
5055, and road improvements on navajo nation,KIRKPATRICK ANN,12,infra_transpo
5120,arizona thrives good roads,KIRKPATRICK ANN,12,infra_transpo
5121, strong bridges and access to highspeed internet,KIRKPATRICK ANN,12,infra_transpo
5122,investing in infrastructure creates goodpaying and safe jobs,KIRKPATRICK ANN,12,infra_transpo
4881, starting career in pima county attorneys office,KIRKPATRICK ANN,1,occupation
4917, and ann knows create thousands of jobs by getting folks to work on projects,KIRKPATRICK ANN,1,occupation
4996,ann knows obligation to ensure families good jobs,KIRKPATRICK ANN,1,occupation
5008,state also needs more goodpaying jobs,KIRKPATRICK ANN,1,occupation
5028, keeping arizona jobs in arizona,KIRKPATRICK ANN,1,occupation
5069, train for todays jobs,KIRKPATRICK ANN,1,occupation
5086, arizonas children competing for jobs with entire world so need worldclass education to prepare for st century economy,KIRKPATRICK ANN,1,occupation
4955,entire public health system strengthened,KIRKPATRICK ANN,13,public_health
4937,and ann fighting to close terror gap to prevent on terrorist watch list from buying guns,KIRKPATRICK ANN,6,security_policy
5043, only plane in us military capable of providing closeair support to troops on ground,KIRKPATRICK ANN,6,security_policy
4925, more seniors than ever counting on social security and medicare,KIRKPATRICK ANN,0,social_policy
4970, including members of lgbtq community,KIRKPATRICK ANN,0,social_policy
5022,heroic sacrifices of servicemen and women must honored not only while serving in uniform but also long after returned home,KIRKPATRICK ANN,0,social_policy
5106,ann believes in promise nation made to seniors lifetime of hard work lead to economic security and access to health care in retirement,KIRKPATRICK ANN,0,social_policy
41708, favoring instead total government control of critical information,KLEINMAN PABLO,7,domestic_policy
41813,as internet began to revolutionize entire american economy,KLEINMAN PABLO,7,domestic_policy
41710,trade and security depend on strength of military,KLEINMAN PABLO,2,economy 
41717,not mean spending more blood and treasure on more foreign conflicts,KLEINMAN PABLO,2,economy 
41720, fight to maintain adequate defense spending,KLEINMAN PABLO,2,economy 
41744,future of economy depends on ability to create new jobs,KLEINMAN PABLO,2,economy 
41751, and education system thats failing to prepare students for jobs available,KLEINMAN PABLO,4,education
41775,pablo attended usc school of international relations and graduated in,KLEINMAN PABLO,4,education
41794,while attending emerson middle school in west la,KLEINMAN PABLO,4,education
41818, top business school in europe,KLEINMAN PABLO,4,education
41820, exchange program at london business school and worked over summer in madrid,KLEINMAN PABLO,4,education
41617,support pablos campaign today,KLEINMAN PABLO,3,election 
41620, per twoyear election cycle,KLEINMAN PABLO,3,election 
41624,thank for support of pablo kleinmans campaign for congress,KLEINMAN PABLO,3,election 
41654,if havent yet configured election settings,KLEINMAN PABLO,3,election 
41655, so by clicking settings political elections in control panel,KLEINMAN PABLO,3,election 
41658,vote pledge pages especially important to review,KLEINMAN PABLO,3,election 
41659,click vote pledge settings basics,KLEINMAN PABLO,3,election 
41660, to make sure people tags for people vote reflect desires,KLEINMAN PABLO,3,election 
41661,also suggest adding followups to everyone votes yes or unsure,KLEINMAN PABLO,3,election 
41664,election date above automatically displays election date set under election settings in control panel,KLEINMAN PABLO,3,election 
41668,also assign point person to people vote and update autoresponse receive from,KLEINMAN PABLO,3,election 
41670,vote pledge settings no,KLEINMAN PABLO,3,election 
41671,vote pledge settings unsure,KLEINMAN PABLO,3,election 
41672,vote pledge settings yes,KLEINMAN PABLO,3,election 
41680,campaign to take back congress dynamic one,KLEINMAN PABLO,3,election 
41684, providing advice or helping in campaign headquarters,KLEINMAN PABLO,3,election 
41694,voter involvement key to success of campaign,KLEINMAN PABLO,3,election 
41705,sherman also recently voted against bill to appropriate funds for department of homeland security,KLEINMAN PABLO,3,election 
41707, voted against bill to allow federal government to share intelligence with private sector,KLEINMAN PABLO,3,election 
41746,politicians make promises know cant keep,KLEINMAN PABLO,3,election 
41772,below just few of issues campaign cover,KLEINMAN PABLO,3,election 
41703,despite growing international crises,KLEINMAN PABLO,8,foreign_policy
41725, not substitute for active foreign policy,KLEINMAN PABLO,8,foreign_policy
41776, continued involvement with computer networks and joined temp worker pool at warner bros and later at disney,KLEINMAN PABLO,12,infra_transpo
41798, publicaccess computer network from baja california to patagonia,KLEINMAN PABLO,12,infra_transpo
41799,fidonet first email network in latin america,KLEINMAN PABLO,12,infra_transpo
41801, small network of local search and travelrelated online services especially popular in emerging markets and currently receives million monthly users,KLEINMAN PABLO,12,infra_transpo
41721, give fair pay to servicemen and women,KLEINMAN PABLO,1,occupation
41747, like bringing all manufacturing jobs home from china,KLEINMAN PABLO,1,occupation
41756,bureau of labor statistics recently found california,KLEINMAN PABLO,1,occupation
41759, california losing jobs not just to china,KLEINMAN PABLO,1,occupation
41762,solution not to eliminate all taxes and regulations,KLEINMAN PABLO,1,occupation
41715, hollowing out military,KLEINMAN PABLO,6,security_policy
1718,protect second amendment rights,KNOTT GREG S,7,domestic_policy
1729,reform local option income tax,KNOTT GREG S,7,domestic_policy
1759,reform local option income tax so all voters get chance to reject bloomingtons climate tax in countywide referendum,KNOTT GREG S,7,domestic_policy
1728,reform school funding so more goes to classroom,KNOTT GREG S,2,economy 
1736,lavishly spending on athletics great,KNOTT GREG S,2,economy 
1747,south dakota didnt close any businesses,KNOTT GREG S,2,economy 
1769, mandate or funding to test massive backlog,KNOTT GREG S,2,economy 
1785,since economy shed so many jobs and fragile for time to come need to look at greatly reducing occupational licensing barriers to workforce participation,KNOTT GREG S,2,economy 
1795,indianas unemployment insurance fund headed towards insolvency while paying median wage workers more than would make returning to work,KNOTT GREG S,2,economy 
1796,small businesses desperately need to hire workers back because paycheck protection program sba loans require of loan spent on payroll in order to forgiven,KNOTT GREG S,2,economy 
1773,parts of indianapolis not safe for students,KNOTT GREG S,4,education
1742, even if primary challenger scores higher on nras own candidate survey,KNOTT GREG S,5,healthcare
1721,sign pledge to not raise taxes,KNOTT GREG S,1,occupation
1739,losing great teachers to careers and states as result of statehouses negligence,KNOTT GREG S,1,occupation
1793, indiana would pay median worker hour until went back to work,KNOTT GREG S,1,occupation
1794, combined indiana and federal payment for median wage worker hour,KNOTT GREG S,1,occupation
1731, peggy and both answered abortion never legal,KNOTT GREG S,0,social_policy
1822,terrible misrepresentation of stand on abortion,KNOTT GREG S,0,social_policy
16554,served as southern regional minister of finance,KOHNE STEVEN CHASE DR,2,economy 
16534, morehouse school of theology,KOHNE STEVEN CHASE DR,4,education
16537, candler school of theology at emory university,KOHNE STEVEN CHASE DR,4,education
16560, founded black student alliance and became instrumental in first black studies program implemented at public university,KOHNE STEVEN CHASE DR,4,education
16500,vote muhammad for congress,KOHNE STEVEN CHASE DR,3,election 
16544, muhammad candidate in special election to fill remaining term of late us congressman john lewis of fifth congressional district in georgia,KOHNE STEVEN CHASE DR,3,election 
16539, peachtree road united methodist church and numerous others,KOHNE STEVEN CHASE DR,12,infra_transpo
16490, and jobs and provide authentic public engagement,KOHNE STEVEN CHASE DR,1,occupation
22401,regarding supreme court,KRUCOFF DAVID,7,domestic_policy
22385,finally win complete dc voting rights,KRUCOFF DAVID,3,election 
22429,win complete dc voting rights,KRUCOFF DAVID,3,election 
22450,campaign focused on democracy,KRUCOFF DAVID,3,election 
22431,transparency in healthcare,KRUCOFF DAVID,5,healthcare
22432,rebuild infrastructure,KRUCOFF DAVID,12,infra_transpo
14595, currently recipient of pharma money in us house of representatives and sponsored legislation to increase healthcare costs,KUMAR RISHI,2,economy 
14612,expand silicon valley economy,KUMAR RISHI,2,economy 
14581,rishis american dream from graduate student to run for us congress,KUMAR RISHI,4,education
14598,always reject pac money as run for people,KUMAR RISHI,3,election 
14618,rishi running against rep anna eshoo largest recipient of pharma money in congress,KUMAR RISHI,3,election 
14630,rishis campaign peoplepowered,KUMAR RISHI,3,election 
14631, rishi pledged to not accept pac or special interest group campaign contributions,KUMAR RISHI,3,election 
14640,rishi reelected with most votes in saratogas history,KUMAR RISHI,3,election 
14642, rishi kumar stopped campaign and launched neighborhood pandemic preparedness team,KUMAR RISHI,3,election 
14644, declared campaign money used for stamps and signs,KUMAR RISHI,3,election 
14613, address americas healthcare and reduce supply chain reliance on china,KUMAR RISHI,5,healthcare
14599, recently called quarantined seniors,KUMAR RISHI,0,social_policy
37175,bear in mind smallest local division precinct,LABRADOR RAUL R,7,domestic_policy
37164,reforming tax code for stronger economy,LABRADOR RAUL R,2,economy 
37193,politician constantly working to help understand right way to bring about change,LABRADOR RAUL R,3,election 
37199, assert right by casting votes and most often extremely loud about any and every political issue,LABRADOR RAUL R,3,election 
37210,knowledge help to cast right vote to right person,LABRADOR RAUL R,3,election 
37168,creation of more jobs vacancies,LABRADOR RAUL R,1,occupation
37197, northern industrialists and western farmers wanted to follow different ideology,LABRADOR RAUL R,1,occupation
37222,more jobs means more people happy to work and earn,LABRADOR RAUL R,1,occupation
31631,vote for vote for you,LAKE JEANNINE LEE,3,election 
26757,constitution of united states,LAMBORN DOUGLAS,7,domestic_policy
26830, judges of supreme court,LAMBORN DOUGLAS,7,domestic_policy
26875, to support constitution,LAMBORN DOUGLAS,7,domestic_policy
26960, shall propose amendments to constitution,LAMBORN DOUGLAS,7,domestic_policy
26964, as part of constitution,LAMBORN DOUGLAS,7,domestic_policy
26974,enumeration in constitution,LAMBORN DOUGLAS,7,domestic_policy
27001, at time of adoption of constitution,LAMBORN DOUGLAS,7,domestic_policy
27018, before adoption of constitution,LAMBORN DOUGLAS,7,domestic_policy
27099, arising under constitution,LAMBORN DOUGLAS,7,domestic_policy
27135, any thing in constitution or laws of any state to contrary notwithstanding,LAMBORN DOUGLAS,7,domestic_policy
27138, shall vested in one supreme court,LAMBORN DOUGLAS,7,domestic_policy
27147, supreme court shall original jurisdiction,LAMBORN DOUGLAS,7,domestic_policy
27149, supreme court shall appellate jurisdiction,LAMBORN DOUGLAS,7,domestic_policy
27179, and all powers vested by constitution in government of united states,LAMBORN DOUGLAS,7,domestic_policy
27197, ordain and establish constitution for united states of america,LAMBORN DOUGLAS,7,domestic_policy
27235, and nothing in constitution shall so construed as to prejudice any claims of united states,LAMBORN DOUGLAS,7,domestic_policy
27266, protect and defend constitution of united states,LAMBORN DOUGLAS,7,domestic_policy
27273,to constitute tribunals inferior to supreme court,LAMBORN DOUGLAS,7,domestic_policy
27418, and constitution caucus,LAMBORN DOUGLAS,7,domestic_policy
27481, especially second amendment and freedom of religion for civilians and members of armed forces,LAMBORN DOUGLAS,7,domestic_policy
26736, delivered nearly billion in funds to pikes peak region for new military construction and muchneeded projects for troops,LAMBORN DOUGLAS,2,economy 
26749, and get economy moving,LAMBORN DOUGLAS,2,economy 
27025, but no appropriation of money to use shall for longer term than two years,LAMBORN DOUGLAS,2,economy 
27093,to borrow money on credit of united states,LAMBORN DOUGLAS,2,economy 
27128, regulate value thereof,LAMBORN DOUGLAS,2,economy 
27225, value in controversy shall exceed twenty dollars,LAMBORN DOUGLAS,2,economy 
27230,no money shall drawn from treasury,LAMBORN DOUGLAS,2,economy 
27295,nssf firearm industry trade association,LAMBORN DOUGLAS,2,economy 
27300,national federation of independent businesses,LAMBORN DOUGLAS,2,economy 
27427, and traditional values,LAMBORN DOUGLAS,2,economy 
27431,strong america means fully fund military to face threats of dangerous world,LAMBORN DOUGLAS,2,economy 
26734, advocate to fully fund national defense budget and fortify national security through amendments in upcoming fy ndaa,LAMBORN DOUGLAS,3,election 
26737,plan to continue to strong advocate for needs of brave men and women in uniform,LAMBORN DOUGLAS,3,election 
26784, activists alerts and campaign related information,LAMBORN DOUGLAS,3,election 
26793,information collected donate make contribution to lfc,LAMBORN DOUGLAS,3,election 
26801, lfc uses multiple methods of security and protection including firewalls and encryption,LAMBORN DOUGLAS,3,election 
26835, or vote to concurrence of senate and house of representatives may necessary except on question of adjournment shall presented to president of united states,LAMBORN DOUGLAS,3,election 
26897, and vote by ballot for two persons,LAMBORN DOUGLAS,3,election 
26900, and of number of votes for each,LAMBORN DOUGLAS,3,election 
26907, and votes shall then counted,LAMBORN DOUGLAS,3,election 
26908,person greatest number of votes shall president,LAMBORN DOUGLAS,3,election 
26911, and equal number of votes,LAMBORN DOUGLAS,3,election 
26916, votes shall taken by states,LAMBORN DOUGLAS,3,election 
26917, representation from state one vote,LAMBORN DOUGLAS,3,election 
26921, person greatest number of votes of electors shall vice president,LAMBORN DOUGLAS,3,election 
26922,but if remain two or more equal votes,LAMBORN DOUGLAS,3,election 
27019, shall as valid against united states under constitution,LAMBORN DOUGLAS,3,election 
27037,but in all such cases votes of both houses shall determined by yeas and nays,LAMBORN DOUGLAS,3,election 
27038, and names of persons voting for and against bill shall entered on journal of house respectively,LAMBORN DOUGLAS,3,election 
27044, against unreasonable searches and seizures,LAMBORN DOUGLAS,3,election 
27056, and also president pro tempore,LAMBORN DOUGLAS,3,election 
27060, and shall protect of against invasion,LAMBORN DOUGLAS,3,election 
27161, to confronted with witnesses against him,LAMBORN DOUGLAS,3,election 
27172, and offences against law of nations,LAMBORN DOUGLAS,3,election 
27198,treason against united states,LAMBORN DOUGLAS,3,election 
27199, shall consist only in levying war against them,LAMBORN DOUGLAS,3,election 
27237,house shall judge of elections,LAMBORN DOUGLAS,3,election 
27258, places and manner of holding elections for senators and representatives,LAMBORN DOUGLAS,3,election 
27268, and day on shall give votes,LAMBORN DOUGLAS,3,election 
27272, and senator shall one vote,LAMBORN DOUGLAS,3,election 
27299,campaign for working families,LAMBORN DOUGLAS,3,election 
27302,citizens against government waste,LAMBORN DOUGLAS,3,election 
27329,council for citizens against government waste pac,LAMBORN DOUGLAS,3,election 
27339,pac privileged to opportunity to endorse and financially support congressman lamborns candidacy,LAMBORN DOUGLAS,3,election 
27340,pacs mission dedicated to strengthening,LAMBORN DOUGLAS,3,election 
27355,family research council action pac endorses congressman lamborn for reelection,LAMBORN DOUGLAS,3,election 
27360,general election endorsements,LAMBORN DOUGLAS,3,election 
27362,campaign for working families pleased to endorse congressman doug lamborn for reelection,LAMBORN DOUGLAS,3,election 
27377,citizens against government waste political action committee endorses congressman doug lamborn,LAMBORN DOUGLAS,3,election 
27385,council for citizens against government waste,LAMBORN DOUGLAS,3,election 
27387,council for citizens against government waste ccagw,LAMBORN DOUGLAS,3,election 
27393,courageous votes to cut wasteful spending and make government more accountable serve as example to members,LAMBORN DOUGLAS,3,election 
27473,advocate of free market,LAMBORN DOUGLAS,3,election 
26751, as senior member of house natural resources committee,LAMBORN DOUGLAS,10,environment
27160, and to informed of nature and cause of accusation,LAMBORN DOUGLAS,10,environment
27228, shall otherwise reexamined in any court of united states,LAMBORN DOUGLAS,8,foreign_policy
27420,also cochair of republican israeli and israel allies caucus,LAMBORN DOUGLAS,8,foreign_policy
27433,means foreign policy support friends over enemies,LAMBORN DOUGLAS,8,foreign_policy
27477, lamborn voted against obamacare and supports repeal,LAMBORN DOUGLAS,5,healthcare
27084, and needful buildings,LAMBORN DOUGLAS,12,infra_transpo
27173,to establish post offices and post roads,LAMBORN DOUGLAS,12,infra_transpo
27440, military construction,LAMBORN DOUGLAS,12,infra_transpo
26824, clear or pay duties in another,LAMBORN DOUGLAS,1,occupation
26985,representatives and direct taxes shall apportioned among several states may included within union,LAMBORN DOUGLAS,1,occupation
27021,congress shall power to lay and collect taxes,LAMBORN DOUGLAS,1,occupation
27022, to pay debts and provide for common defence and general welfare of united states,LAMBORN DOUGLAS,1,occupation
26746,business owners best to recover from covid pandemic,LAMBORN DOUGLAS,13,public_health
27094,to promote progress of science and useful arts,LAMBORN DOUGLAS,11,science
27279,ensuring military fully funded,LAMBORN DOUGLAS,6,security_policy
27438,subcommittee jurisdiction over all military readiness,LAMBORN DOUGLAS,6,security_policy
27442, military installations,LAMBORN DOUGLAS,6,security_policy
27455, and military affairs committee and republican caucus chairman,LAMBORN DOUGLAS,6,security_policy
26743, would require abortion facilities to provide women seeking chemical abortions information about reversing procedures effects,LAMBORN DOUGLAS,0,social_policy
27195, promote general welfare,LAMBORN DOUGLAS,0,social_policy
27429, for men and women in uniform,LAMBORN DOUGLAS,0,social_policy
36258,may elect not to allow us to collect and use nonpersonally identifiable data as part of service by,LATURNER JAKE,5,healthcare
36269, or like transaction in laturnerforseantecom not survivor,LATURNER JAKE,5,healthcare
65468, marketing and communications firm,LAWSON ALFRED JR,2,economy 
65435, improving access to highquality education from preschool through post secondary level and protecting working families,LAWSON ALFRED JR,4,education
65455, florida state student government association,LAWSON ALFRED JR,4,education
65453, and legislator of year award from nature conservancy,LAWSON ALFRED JR,10,environment
65428,highlight of coaching career came in seminoles reached ncaa national championship,LAWSON ALFRED JR,1,occupation
65470, and capital city black pages minority business directory,LAWSON ALFRED JR,0,social_policy
38811,helping at local events,LEAVENS DREW EUGENE,7,domestic_policy
38848,valley professional firefighters iaff local representing firefighters of valley regional fire authority,LEAVENS DREW EUGENE,7,domestic_policy
38884,valley professional firefighters iaff local labor union representing over uniformed members of valley regional fire authority,LEAVENS DREW EUGENE,7,domestic_policy
38913,valley professional firefighters iaff local,LEAVENS DREW EUGENE,7,domestic_policy
39021, and things buy on internet,LEAVENS DREW EUGENE,7,domestic_policy
39023, supreme court ordered per day fine until education fully funded,LEAVENS DREW EUGENE,7,domestic_policy
39164,rainier and graduated from local public high school,LEAVENS DREW EUGENE,7,domestic_policy
38731, in order to obtain muchneeded funding to address traffic avenue overpass above,LEAVENS DREW EUGENE,2,economy 
38733, very excited to secure state funding for beginning phases of widened traffic avenue bridge over highway in sumner,LEAVENS DREW EUGENE,2,economy 
38827, representing more than businesses in hotel,LEAVENS DREW EUGENE,2,economy 
38930,representing more than businesses in hotel,LEAVENS DREW EUGENE,2,economy 
39014,with economy struggling from coronavirus and risk of recession,LEAVENS DREW EUGENE,2,economy 
39017,served on house finance committee for all three of terms in state house,LEAVENS DREW EUGENE,2,economy 
39026,new system dramatically increased funding for auburn,LEAVENS DREW EUGENE,2,economy 
39029, and ensures funds spent on things matter like textbooks and smaller class sizes,LEAVENS DREW EUGENE,2,economy 
39038, want to ensure economy opened quickly but safely and opportunity for all washingtonians to successful,LEAVENS DREW EUGENE,2,economy 
39040, to levy tax on businesses for employees hire,LEAVENS DREW EUGENE,2,economy 
39073, and give families more time to spend together,LEAVENS DREW EUGENE,2,economy 
39093, helps boost auburn economy,LEAVENS DREW EUGENE,2,economy 
39097,hb protects funding for king and pierce county flood control districts so resources to continue combatting floods along green,LEAVENS DREW EUGENE,2,economy 
39125,citizen action defense fund,LEAVENS DREW EUGENE,2,economy 
39134,pension funding council,LEAVENS DREW EUGENE,2,economy 
39148, pension funding council responsible for setting economic assumptions and pension contribution rates for states pension plans,LEAVENS DREW EUGENE,2,economy 
38741, ive advocated public schools deserve first dollar,LEAVENS DREW EUGENE,4,education
38850,public school employees of washington seiu local representing over and higher education employees dedicated to providing washington students and parents best public education possible,LEAVENS DREW EUGENE,4,education
38861, education advocacy organization ensuring all students receive highquality,LEAVENS DREW EUGENE,4,education
38887, safety and education of children and youth of washington state,LEAVENS DREW EUGENE,4,education
38890,public school employees of washington seiu local labor union representing over educators in school districts and three universities across washington,LEAVENS DREW EUGENE,4,education
38900,washington state school retirees association,LEAVENS DREW EUGENE,4,education
38901, representing over former teachers and school employees,LEAVENS DREW EUGENE,4,education
38909, representing over veterinarians and students in washington dedicated to helping animals,LEAVENS DREW EUGENE,4,education
38945,education advocacy organization ensuring all students receive highquality,LEAVENS DREW EUGENE,4,education
38947,public school employees of washington seiu local,LEAVENS DREW EUGENE,4,education
38951,representing over former teachers and school employees,LEAVENS DREW EUGENE,4,education
38983,representing over and higher education employees dedicated to providing washington students and parents best public education possible,LEAVENS DREW EUGENE,4,education
38985,representing over veterinarians and students in washington dedicated to helping animals,LEAVENS DREW EUGENE,4,education
38999,im proud to endorsed by public school employees of washington,LEAVENS DREW EUGENE,4,education
39000, union representing educators and school support professionals,LEAVENS DREW EUGENE,4,education
39002, want good schools more than ever,LEAVENS DREW EUGENE,4,education
39003,schools resources need to succeed,LEAVENS DREW EUGENE,4,education
39008, graduate high school prepared for,LEAVENS DREW EUGENE,4,education
39027, carbonado and dieringer school districts while still reducing total property taxes for districts starting next year,LEAVENS DREW EUGENE,4,education
39044,continue advocate for better schools and better outcomes,LEAVENS DREW EUGENE,4,education
39086,new and modernized schools in auburn,LEAVENS DREW EUGENE,4,education
39087, and white river school districts,LEAVENS DREW EUGENE,4,education
38690,reelection campaign endorsed by compas,LEAVENS DREW EUGENE,3,election 
38701,endorsed by childrens campaign fund,LEAVENS DREW EUGENE,3,election 
38817,see endorsed drews campaign,LEAVENS DREW EUGENE,3,election 
38818, campaign and campaign,LEAVENS DREW EUGENE,3,election 
38824,by far strongest candidate in primary election contest,LEAVENS DREW EUGENE,3,election 
38885,childrens campaign fund,LEAVENS DREW EUGENE,3,election 
39028, increases accountability and transparency of tax dollars,LEAVENS DREW EUGENE,3,election 
39041, ill continue to advocate for policies grow economy and create jobs,LEAVENS DREW EUGENE,3,election 
39054,politicians dont always follow through on promises,LEAVENS DREW EUGENE,3,election 
38760, from health care to transportation with ear tuned to middleclass concerns,LEAVENS DREW EUGENE,5,healthcare
39155,drew also founded and serves as president of nonprofit organization citizen action defense fund,LEAVENS DREW EUGENE,5,healthcare
39160, jack age and eli age and hyperactive border collie puppy named scout,LEAVENS DREW EUGENE,9,immigration
38867, remodelers and construction industry professionals employing over people in pierce county,LEAVENS DREW EUGENE,12,infra_transpo
38873,building industry association of washington,LEAVENS DREW EUGENE,12,infra_transpo
39050,transportation improvements,LEAVENS DREW EUGENE,12,infra_transpo
39058,construction of new eastbound highway offramp and bypass around auburn way south,LEAVENS DREW EUGENE,12,infra_transpo
39061,construction of seismic wall along jovita boulevard in edgewood,LEAVENS DREW EUGENE,12,infra_transpo
39082,phase of brandnew edgewood community park,LEAVENS DREW EUGENE,12,infra_transpo
39102,upgraded facilities at rainier state school in buckley,LEAVENS DREW EUGENE,12,infra_transpo
39120,improvements to roosevelt park in wilkeson,LEAVENS DREW EUGENE,12,infra_transpo
39123,new storage facilities for daffodil heritage parade in sumner,LEAVENS DREW EUGENE,12,infra_transpo
38921,labor union representing over educators in school districts and three universities across washington,LEAVENS DREW EUGENE,1,occupation
38944,labor union representing over uniformed members of valley regional fire authority,LEAVENS DREW EUGENE,1,occupation
39009, college or career training,LEAVENS DREW EUGENE,1,occupation
39016, not time to continue raising taxes,LEAVENS DREW EUGENE,1,occupation
39019, including new or additional taxes on income earn,LEAVENS DREW EUGENE,1,occupation
39030,instead of more taxes,LEAVENS DREW EUGENE,1,occupation
39127,select committee on pension policy,LEAVENS DREW EUGENE,1,occupation
39146, select committee on pension policy responsible for studying and recommending policies affecting states public pension system,LEAVENS DREW EUGENE,1,occupation
39062,june robinson public health funding award,LEAVENS DREW EUGENE,13,public_health
39107,recipient of june robinson public health funding award by washington state public health association,LEAVENS DREW EUGENE,13,public_health
39108, for work securing public health funding before and during covid,LEAVENS DREW EUGENE,13,public_health
38691, state law enforcement advocacy organization collectively represents over commissioned police officers and deputy sheriffs in seattle and king county,LEAVENS DREW EUGENE,6,security_policy
38797,and always strong supporter of law enforcement officers and families,LEAVENS DREW EUGENE,6,security_policy
38834, representing over law enforcement officers in washington state,LEAVENS DREW EUGENE,6,security_policy
38875,law enforcement administrators of washington,LEAVENS DREW EUGENE,6,security_policy
38892, representing commissioned law enforcement officers in washingtons largest police unions,LEAVENS DREW EUGENE,6,security_policy
38929,representing over law enforcement officers in washington state,LEAVENS DREW EUGENE,6,security_policy
38971,representing commissioned law enforcement officers in washingtons largest police unions,LEAVENS DREW EUGENE,6,security_policy
38700,played important role as ranking minority member on house appropriations committee and always working hard to stop new taxes from impacting business community,LEAVENS DREW EUGENE,0,social_policy
39129,minority floor leader,LEAVENS DREW EUGENE,0,social_policy
35878,achieving worldclass education,LEVIN MIKE,4,education
35887,providing affordable healthcare coverage for all,LEVIN MIKE,5,healthcare
35886,treating immigrants with dignity,LEVIN MIKE,9,immigration
35873,opposing toll road extension through south orange county,LEVIN MIKE,12,infra_transpo
35881,creating jobs for future,LEVIN MIKE,1,occupation
35883,covid public health economic response,LEVIN MIKE,13,public_health
35876,standing for lgbtq rights,LEVIN MIKE,0,social_policy
35877,womens health and economic opportunity,LEVIN MIKE,0,social_policy
35882,protecting animal welfare,LEVIN MIKE,0,social_policy
33438,honored by daily dot as internet freedom hero for work on behalf of internet privacy,LIEU TED,7,domestic_policy
33433, and parents sold gifts at flea markets to make ends meet,LIEU TED,2,economy 
33418, attend public school in torrance,LIEU TED,4,education
33243,thank for visiting campaign webs site,LIEU TED,3,election 
33270,rep lieu statement on returned campaign contributions,LIEU TED,3,election 
33273,honor veterans after election,LIEU TED,3,election 
33302,argonaut election endorsements october,LIEU TED,3,election 
33314,election endorsements endorse ted lieu for congress,LIEU TED,3,election 
33315,argonaut vote ted lieu,LIEU TED,3,election 
33345,join teds campaign for congress,LIEU TED,3,election 
33375,qualified federal multicandidate pacs may contribute up to per election,LIEU TED,3,election 
33391,agoura hills mayor pro temp ilece buckley weber agoura hills councilmember john edelston agoura hills councilmember harry schwarz former agoura hills mayor louise rishoff ret,LIEU TED,3,election 
33480, ted strong advocate for women and men in uniform,LIEU TED,3,election 
33376,corporate and labor union contributions not permitted by law,LIEU TED,1,occupation
33461,as one of only four computer science majors serving in congress,LIEU TED,11,science
33246, separate families and commit military to fighting wars without authorization from congress,LIEU TED,6,security_policy
