,name,text,count
2111,KNOTT GREG S,"not only is the nra playing games by giving their endorsement to candidates who have a record of not pushing for constitutional carry, they have ignored calls and messages to publish my survey answers, or at least update their grade assignment from ? to a. the nra wont even update their site to show me in the correct house district.",60
2112,KNOTT GREG S,"reform school funding so that more goes to the classroom, especially raises for teachers, and less goes to everything else especially lavish athletics facilities that have nothing to do with academics. lavishly spending on athletics is great, as long as it comes from boosters voluntarily rather than out of teachers paychecks and taxpayers pockets. again, the legislature missed a great opportunity to bypass the district administrators and increase teacher pay directly last session. we are losing great teachers to other careers and other states as a result of the statehouses negligence.",91
2113,KNOTT GREG S,"however, state rep. peggy mayfield is not just a pretender on this issue with an endorsement based only on incumbency. unlike other incumbents who received an endorsement, peggys candidate survey answers prove where she stands on this issue, without leaving wiggle room to be exploited by republican leadership trying to water down protections. she deserves your support if you live in district 60.",63
2114,KNOTT GREG S,"an endorsement itself from irtl indiana right to life is completely worthless in terms of which primary candidate is more prolife because incumbents always receive their endorsement, even if the primary challenger scores more prolife on the irtl survey. thats a bad policy that irtl should reconsider before they lose donors to the group that cares more about protecting the unborn than incumbents hoosiers for life...",66
2115,KNOTT GREG S,"indianas median wage in 2019 was 17.77hour. ordinarily, indiana would pay the median worker 8.35hour until they went back to work. currently, the combined indiana and federal payment for a median wage worker is 23.35hour. indianas unemployment insurance fund is headed towards insolvency while paying median wage workers 31 more than they would make returning to work. small businesses desperately need to hire workers back because the paycheck protection program sba loans require that 75 of the loan be spent on payroll in order to be forgiven, but they are having trouble competing with the wages paid by unemployment. its insanity, and so are the vast majority of occupational licensing requirements. we need reform in both areas to put people back to work.",123
2116,KNOTT GREG S,"my opponent had his chance to help get rep. nislys constitutional carry amendment to the floor for a vote and choose to stand down instead in order to please house leaders who take contributions from bloombergs antigun group, everytown for gun safety see image below.",45
2117,KNOTT GREG S,"im hearing the same thing from so many socalled nonessential small businesses that have been unfairly shutdown by the government they dont want handouts, they want government to get out of the way and reopen the economy. south dakota didnt close any businesses, yet they have the second lowest deaths per capita of any state in the nation just 2 deaths per 100,000 compared to 121 for lockdown new york. people are protesting and people are returning to work in defiance of indianas order, and who can blame them? there needs to be scientific evidence proving that closures cause a drop in deaths and there simply is none.",108
2118,KNOTT GREG S,"there is no wiggle room to be exploited by republican leadership trying to water down our gun rights in my answer to the constitutional carry question, i will stand with reps. nisly lucas, etc. to enact constitutional carry as law in indiana, just as it is already in 16 other states ones without republican supermajorities controlled by moderates who take dirty money from the antigun lobby.",66
2119,KNOTT GREG S,"full disclosure i am a member of the nra as well as indiana gun rights, but an endorsement itself from the nra is completely worthless in terms of which primary candidate is stronger on gun rights because incumbents always receive their endorsement, even if the primary challenger scores higher on the nras own candidate survey. thats a bad policy that the nra should reconsider before they lose donors to the groups like igr, nagr, and goa that care more about protecting our right to keep and bear arms than protecting incumbents...",91
2120,KNOTT GREG S,"improve public safety per bloomingtons 2020 public safety report, rape is up 55 to 85 in 2019, aggravated assaults are up 27, robberies are up 12. yet, indiana isnt even testing all of the rape kits submitted by investigators. per endthebacklog.org, 4980 rape kits in indiana remain untested, and there is no commitment, mandate or funding to test this massive backlog. other jurisdictions that have eliminated their backlogs have had great success in getting these serial criminals off the street and reducing crime. it is past time for to indiana follow suit, and make public safety a priority. parts of indianapolis are not safe for students, even in daylight hours.",110
2121,KNOTT GREG S,"reform the local option income tax so that all voters get a chance to reject bloomingtons climate tax in a countywide referendum. indiana currently allows a simple majority of the bloomington city council to force a tax upon workers in ellettsville, stinesville and unincorporated areas without representation. didnt our nations founders declare independence from the british empire over the issue of taxation without representation? its a travesty my opponent did not propose a bill to fix this problem last session, and we need to act quickly next session if we are going to stop the citys power play.",98
2122,KNOTT GREG S,"since the economy has shed so many jobs and will be fragile for some time to come we need to look at greatly reducing occupational licensing barriers to workforce participation, and put in circuit breakers so that unemployment insurance never again pays dramatically more than full time employment. if the federal government is foolish enough to distort the labor market by making joblessness pay more than work by adding 600week to the normal benefits then indiana should have a circuit breaker that suspends the states contribution.",86
2123,KOHNE STEVEN CHASE DR,"muhammad was instrumental in organizing the tenants of the bedford pine community in atlantas old fourth ward during his gsu years. serving as chair for the neighborhood planning unit npum, muhammad worked with concerned citizens throughout the city of atlanta to close liquor stores and remove drug dealers from community parks and crack houses. it was during this time he received his formal introduction to islam. since then, muhammads work has led to staff positions, including major regional accountabilities of the nation of islam. he served as southern regional minister of finance, responsible for the southern states of georgia, florida, louisiana, alabama, mississippi, south carolina, and eastern tennessee. his responsibilities then expanded to all 14 eastern seaboard states from new york to florida.",123
2124,KOHNE STEVEN CHASE DR,"i n 2015 during an organizing speech for the 20th anniversary of the million man march, the call was made for 10,000 fearless men to stand between the guns and the gangs within their community. the speech led to atlanta establishing the first office facility for 10,000 fearless men and women in the neighborhoods of vine city and english avenue, one of the countrys top drugrelated crime areas. their fearless presence has been acknowledged for reducing violence and crime. muhammads life long pursuit thus continues the focus on safe and decent living within the black community. just as he personally went with community patrols around the clark atlanta university center during a recent tragic murder of a female student, muhammad is maintaining a hands on approach.",126
2125,KOHNE STEVEN CHASE DR,"muhammad grew up on the south side of chicago during a time of racial tensions across the united states. moving to atlanta, he enrolled in georgia state university with the desire to study law. while at gsu, he founded the black student alliance and became instrumental in having the first black studies program be implemented at the public university. the program remains in the curriculum today.",66
2126,KOHNE STEVEN CHASE DR,"muhammad has lectured with distinct organizations lucent technologies, morehouse school of theology, interdenominational theological center itc, family federation church, candler school of theology at emory university, american clergy leadership conference aclc the nations largest diversified organized group of clergy, peachtree road united methodist church and numerous others. in 2008, he traveled to help organize global peace festivals for both atlanta and washington, d.c., where rev. dr. joseph e. lowery, bishop george augustus stallings, jr. and rabbi mordecai waldman spoke, among other prominent leaders.",83
2127,KOHNE STEVEN CHASE DR,"community work at the grassroots level and small business community development have kept muhammads ear and hands on the ground and his eyes on the public policypolitical scenery. over the years, he has developed lasting relationships within every strata of metro atlanta leadership, georgia state governmentlegislature, and the u.s. congress.",50
2128,KOHNE STEVEN CHASE DR,"free of party restraints, muhammad can speak and take action across party lines on the tough issues that matter most to the people who live in the 5th congressional district. known for his direct, handson ability to improve conditions, especially for the poor and disenfranchised within urban black communities, muhammad is running to create balance across the 5th district and a new reality. with a nonpartisan approach, he is uniquely positioned to advance criminal justice reform, prevent destructive gentrification, ensure affordable housing, training, and jobs and provide authentic public engagement.",90
2129,KOHNE STEVEN CHASE DR,"muhammad traveled throughout the united states participating in a series of mens only lectures that led up to the notable million man march in washington, d.c. on october 16, 1995. serving as southern regional director during the million man march, muhammad was accountable for the million man march efforts from the deep south. with over 1,000,000,000 men present that historical day, the southern regional office under his guidance ranked second nationwide, directly behind national headquarters in chicago.",77
2130,KRUCOFF DAVID,"i believe in washingtonians and i believe in the united states of america. i believe that our democracy and governments, federal and city, are operating ineffectively, and in many areas, harmfully. i believe i can help fix that. i am running for congress to help our democracy become more",49
2131,KRUCOFF DAVID,"my disappointment with the results of dcs efforts to gain full representation boiled over when i attended a disingenuous senate homeland security and government affairs committee hearing on dc enfranchisement in september of 2015. at the hearing, senator carper, the only senator on the committee that was present, begged all the witnesses from dc if there was anything that could be done other than for dc to become the fiftyfirst state. one after the other, our representatives answered that there was nothing else that could be done. however, all of them knew about the virginia retrocession in 184647, when the virginia portion of the district of columbia was returned to the state from where it was ceded. they avoided the question or lied in their responses right in front of hundreds of us that day. at that moment, i decided to become an activist to help change the debate and elevate the discourse.",153
2132,KRUCOFF DAVID,"is most pronounced in congress. our campaign is focused on democracy, passionate pragmatism, and leadership. we seek to be empathetic, dignified, collaborative, innovative, gutsy, principled, direct, and kind. we will make the position of dc delegate a pulpit of nonpartisan reform. over time our colleagues in",46
2133,KRUCOFF DAVID,"it was great to be featured in this recent piece in issues insights. although the piece is harsh and grating, it accurately highlights the need for new and novel thinking and action inside the halls of congress and in the john wilson building. i am proud to represent the exhausted and frustrated center inside the dc beltway and promise to stand up to the extremes as a member of congress. our dc delegate should not represent hyperpartisan interests, but rather stand as a symbol of nonpartisan leadership for a great american revival.",92
2134,KUMAR RISHI,"we set out to build a new future in the last 20 months. we conducted an unprecedented engagement with our neighbors, wrote many unique and bold policies to address the tough challenges of silicon valley and america. we brought forward bold and innovative ideas with a gettingthingsdone attitude. it is clear that our district residents want it better based on the support our movement has generated.",66
2135,LABRADOR RAUL R,"by 1854 slavery became a major issue in political debates. anti slavery acts started to form in the republic party while southern democrats supported state rights and slavery. after the grand defeat of democratic power, republican became stronger and the table gradually started to turn.",45
2136,LABRADOR RAUL R,these are the questions that this article aims to address. half knowledge is even worse and more dangerous than ignorance. you cant just overlook this. rather its a better idea to possess some brief information about the origin and functions of political parties so that you dont make a fool of yourself while conversing with your peer group.,58
2137,LABRADOR RAUL R,"the american independent party never supported racial integration. on the other hand libertarian party stresses equal rights. green party is a part of the major environmental movement. bear in mind that the smallest local division is the precinct. and every four years the parties organize national convention. delegates are usually chosen during primaries, precinct caucuses or by state conventions. minor parties too can play a role in politics.",68
2138,LABRADOR RAUL R,"while the federalists wanted a unified central government, anti federalists asserted themselves to be democratic republicans. the basic difference between these federalists and anti federalists is the fact that the federalists support industry and on the other hand the anti federalists or the democratic radicals became vocal for the farmers and artisans.",52
2139,LABRADOR RAUL R,"we all are responsible citizens of our country right? we aspire for democracy, we assert our right by casting our votes and most often we are extremely loud about any and every political issue. but how many of us truly know about politics? how much do we really care about the government?",52
2140,LABRADOR RAUL R,this knowledge will further help you to cast the right vote to the right person. being a responsible citizen you must bear equal responsibility towards your state as your government authority does. you cant simply blame them for any wrong decision. rather bring the change by yourself which you are looking for. and all these start with a basic knowledge.,60
2141,LAKE JEANNINE LEE,jeannine was born and raised in indiana and has lived for over 30 years in the 6th district. she is a hardworking community leader who will fight the good fight for all her constituents. a vote for her is a vote for you!,43
2142,LAKE JEANNINE LEE,"jeannine is the editor and publisher of the good news formerly the muncie times. jeannine is currently on the boards of the muncie matters alliance, big brothers big sisters and is the chairwoman of feed my sheep, which delivers 1,500 meals to the needy on thanksgiving day. she and her husband, aaron, have three sons; charles, layton, nashon; a daughter, constance, two grandsons, aiden and jonah and a st. bernard named ditka.",72
2143,LAMBORN DOUGLAS,"section 6. the senators and representatives shall receive a compensation for their services, to be ascertained by law, and paid out of the treasury of the united states. they shall in all cases, except treason, felony and breach of the peace, be privileged from arrest during their attendance at the session of their respective houses, and in going to and returning from the same; and for any speech or debate in either house, they shall not be questioned in any other place.",82
2144,LAMBORN DOUGLAS,"section 5. each house shall be the judge of the elections, returns and qualifications of its own members, and a majority of each shall constitute a quorum to do business; but a smaller number may adjourn from day to day, and may be authorized to compel the attendance of absent members, in such manner, and under such penalties as each house may provide.",63
2145,LAMBORN DOUGLAS,"section 4. the united states shall guarantee to every state in this union a republican form of government, and shall protect each of them against invasion; and on application of the legislature, or of the executive when the legislature cannot be convened against domestic violence.",45
2146,LAMBORN DOUGLAS,"section 3. he shall from time to time give to the congress information of the state of the union, and recommend to their consideration such measures as he shall judge necessary and expedient; he may, on extraordinary occasions, convene both houses, or either of them, and in case of disagreement between them, with respect to the time of adjournment, he may adjourn them to such time as he shall think proper; he shall receive ambassadors and other public ministers; he shall take care that the laws be faithfully executed, and shall commission all the officers of the united states.",99
2147,LAMBORN DOUGLAS,"section 4. the times, places and manner of holding elections for senators and representatives, shall be prescribed in each state by the legislature thereof; but the congress may at any time by law make or alter such regulations, except as to the places of chusing senators.",46
2148,LAMBORN DOUGLAS,"section 3. treason against the united states, shall consist only in levying war against them, or in adhering to their enemies, giving them aid and comfort. no person shall be convicted of treason unless on the testimony of two witnesses to the same overt act, or on confession in open court.",51
2149,LAMBORN DOUGLAS,"i will continue my fight to protect our traditional family values and the sanctity of life. my first bill introduced for the 117th congress, the second chance at life act, would require abortion facilities to provide women seeking chemical abortions information about reversing the procedures effects, saving thousands of innocent lives.",51
2150,LAMBORN DOUGLAS,"no preference shall be given by any regulation of commerce or revenue to the ports of one state over those of another nor shall vessels bound to, or from, one state, be obliged to enter, clear or pay duties in another.",41
2151,LAMBORN DOUGLAS,"section 8. the congress shall have power to lay and collect taxes, duties, imposts and excises, to pay the debts and provide for the common defence and general welfare of the united states; but all duties, imposts and excises shall be uniform throughout the united states;",46
2152,LAMBORN DOUGLAS,"section 2. the house of representatives shall be composed of members chosen every second year by the people of the several states, and the electors in each state shall have the qualifications requisite for electors of the most numerous branch of the state legislature.",44
2153,LAMBORN DOUGLAS,"section 2. the judicial power shall extend to all cases, in law and equity, arising under this constitution, the laws of the united states, and treaties made, or which shall be made, under their authority;to all cases affecting ambassadors, other public ministers and consuls;to all cases of admiralty and maritime jurisdiction;to controversies to which the united states shall be a party;to controversies between two or more states;between a state and citizens of another state;between citizens of different states;between citizens of the same state claiming lands under grants of different states, and between a state, or the citizens thereof, and foreign states, citizens or subjects.",104
2154,LAMBORN DOUGLAS,"section 10. no state shall enter into any treaty, alliance, or confederation; grant letters of marque and reprisal; coin money; emit bills of credit; make any thing but gold and silver coin a tender in payment of debts; pass any bill of attainder, ex post facto law, or law impairing the obligation of contracts, or grant any title of nobility.",60
2155,LAMBORN DOUGLAS,"section 1. the judicial power of the united states, shall be vested in one supreme court, and in such inferior courts as the congress may from time to time ordain and establish. the judges, both of the supreme and inferior courts, shall hold their offices during good behaviour, and shall, at stated times, receive for their services, a compensation, which shall not be diminished during their continuance in office.",69
2156,LAMBORN DOUGLAS,"a secure america means reforming the twothirds of our budget that goes to entitlement spending. in a perfect world, churches and nonprofits would carry the burden of caring for the less fortunate members of society. but, until that day comes, government programs must work and must be purged of their waste, fraud, and abuse.",54
2157,LAMBORN DOUGLAS,"before he enter on the execution of his office, he shall take the following oath or affirmationi do solemnly swear or affirm that i will faithfully execute the office of president of the united states, and will to the best of my ability, preserve, protect and defend the constitution of the united states.",53
2158,LAMBORN DOUGLAS,"section 1. the executive power shall be vested in a president of the united states of america. he shall hold his office during the term of four years, and, together with the vice president, chosen for the same term, be elected, as follows",43
2159,LAMBORN DOUGLAS,"before being elected to congress, congressman lamborn served in the colorado house from 1995 to 1998, where he was elected republican whip in 1997. in 1998 he was elected to the colorado state senate where he served for nine years. during his tenure lamborn was elected president protem by his colleagues. he also served as chairman of the state, veterans, and military affairs committee and was republican caucus chairman. congressman lamborn also served on the appropriations committee in both the house and senate for a total of nine years. congressman lamborn feels his greatest achievement while serving in denver was to sponsor and pass the largest tax cut in the history of colorado.",113
2160,LAMBORN DOUGLAS,"section 1. full faith and credit shall be given in each state to the public acts, records, and judicial proceedings of every other state. and the congress may by general laws prescribe the manner in which such acts, records, and proceedings shall be proved, and the effect thereof.",48
2161,LAMBORN DOUGLAS,"the president shall, at stated times, receive for his services, a compensation, which shall neither be encreased nor diminished during the period for which he shall have been elected, and he shall not receive within that period any other emolument from the united states, or any of them.",48
2162,LAMBORN DOUGLAS,"a prosperous america means utilizing american energy to create american jobs and lower energy bills for consumers. a prosperous america means having fewer regulations blocking the creativity of our entrepreneurs and job creators. a prosperous america cannot be one that includes the disaster that is obamacare. until it is replaced with conservative, freemarket solutions, it will continue to cripple job growth, stifle economic progress, and be an enemy of individual prosperity.",71
2163,LAMBORN DOUGLAS,"a person charged in any state with treason, felony, or other crime, who shall flee from justice, and be found in another state, shall on demand of the executive authority of the state from which he fled, be delivered up, to be removed to the state having jurisdiction of the crime.",51
2164,LAMBORN DOUGLAS,"our liberty depends on the freedom of the press, and that cannot be limited without being lost. the liberty of the press is essential to the security of the state. if all printers were determined not to print anything till they were sure it would offend nobody, there would be very little printed.",53
2165,LAMBORN DOUGLAS,"in my position as a ranking member on the house armed services committee, i will advocate to fully fund our national defense budget and fortify our national security through amendments in the upcoming fy22 ndaa. during my time in congress, i have delivered nearly 3 billion in funds to the pikes peak region for new military construction and other muchneeded projects for our troops. i plan to continue to be a strong advocate for the needs of our brave men and women in uniform, as well as our veterans.",89
2166,LAMBORN DOUGLAS,"section 2. the president shall be commander in chief of the army and navy of the united states, and of the militia of the several states, when called into the actual service of the united states; he may require the opinion, in writing, of the principal officer in each of the executive departments, upon any subject relating to the duties of their respective offices, and he shall have power to grant reprieves and pardons for offences against the united states, except in cases of impeachment.",85
2167,LAMBORN DOUGLAS,"section 9. the migration or importation of such persons as any of the states now existing shall think proper to admit, shall not be prohibited by the congress prior to the year one thousand eight hundred and eight, but a tax or duty may be imposed on such importation, not exceeding ten dollars for each person.",56
2168,LAMBORN DOUGLAS,"the congress shall have power to dispose of and make all needful rules and regulations respecting the territory or other property belonging to the united states; and nothing in this constitution shall be so construed as to prejudice any claims of the united states, or of any particular state.",49
2169,LAMBORN DOUGLAS,"no senator or representative shall, during the time for which he was elected, be appointed to any civil office under the authority of the united states, which shall have been created, or the emoluments whereof shall have been encreased during such time and no person holding any office under the united states, shall be a member of either house during his continuance in office.",64
2170,LAMBORN DOUGLAS,protecting information you provide via lambornforcongress.com. lfc makes every effort to protect your information from the moment you begin to enter your information to when it is stored on our secure servers. lambornforcongress.com uses a secure socket layer ssl with the highest level of encryption commercially available on pages where web site visitors register or make a secure online contribution using their credit card.,64
2171,LAMBORN DOUGLAS,"no state shall, without the consent of the congress, lay any imposts or duties on imports or exports, except what may be absolutely necessary for executing its inspection laws and the net produce of all duties and imposts, laid by any state on imports or exports, shall be for the use of the treasury of the united states; and all such laws shall be subject to the revision and controul of the congress.",73
2172,LAMBORN DOUGLAS,"the electors shall meet in their respective states, and vote by ballot for two persons, of whom one at least shall not be an inhabitant of the same state with themselves. and they shall make a list of all the persons voted for, and of the number of votes for each; which list they shall sign and certify, and transmit sealed to the seat of the government of the united states, directed to the president of the senate. the president of the senate shall, in the presence of the senate and house of representatives, open all the certificates, and the votes shall then be counted. the person having the greatest number of votes shall be the president, if such number be a majority of the whole number of electors appointed; and if there be more than one who have such majority, and have an equal number of votes, then the house of representatives shall immediately chuse by ballot one of them for president; and if no person have a majority, then from the five highest on the list the said house shall in like manner chuse the president. but in chusing the president, the votes shall be taken by states, the representation from each state having one vote; a quorum for this purpose shall consist of a member or members from two thirds of the states, and a majority of all the states shall be necessary to a choice. in every case, after the choice of the president, the person having the greatest number of votes of the electors shall be the vice president. but if there should remain two or more who have equal votes, the senate shall chuse from them by ballot the vice president.",287
2173,LAMBORN DOUGLAS,"the trial of all crimes, except in cases of impeachment, shall be by jury; and such trial shall be held in the state where the said crimes shall have been committed; but when not committed within any state, the trial shall be at such place or places as the congress may by law have directed.",55
2174,LAMBORN DOUGLAS,"lastly, as a senior member of the house natural resources committee, i will push to end the biden administrations moratorium ban on new oil and gas leases and other antienergy policies that would put americans with high paying jobs out of work. these burdensome policies will hurt american families with higher energy prices during a time when they are recovering from a pandemic. we should promote an alloftheabove energy policy that ensures affordable, domestically produced energy, and security, for all americans.",81
2175,LAMBORN DOUGLAS,"no title of nobility shall be granted by the united states and no person holding any office of profit or trust under them, shall, without the consent of the congress, accept of any present, emolument, office, or title, of any kind whatever, from any king, prince, or foreign state.",49
2176,LAMBORN DOUGLAS,"the senators and representatives before mentioned, and the members of the several state legislatures, and all executive and judicial officers, both of the united states and of the several states, shall be bound by oath or affirmation, to support this constitution; but no religious test shall ever be required as a qualification to any office or public trust under the united states.",62
2177,LAMBORN DOUGLAS,"the senate shall have the sole power to try all impeachments. when sitting for that purpose, they shall be on oath or affirmation. when the president of the united states is tried, the chief justice shall preside and no person shall be convicted without the concurrence of two thirds of the members present.",53
2178,LAMBORN DOUGLAS,"representatives and direct taxes shall be apportioned among the several states which may be included within this union, according to their respective numbers, which shall be determined by adding to the whole number of free persons, including those bound to service for a term of years, and excluding indians not taxed, three fifths of all other persons. the actual enumeration shall be made within three years after the first meeting of the congress of the united states, and within every subsequent term of ten years, in such manner as they shall by law direct. the number of representatives shall not exceed one for every thirty thousand, but each state shall have at least one representative; and until such enumeration shall be made, the state of new hampshire shall be entitled to chuse three, massachusetts eight, rhodeisland and providence plantations one, connecticut five, newyork six, new jersey four, pennsylvania eight, delaware one, maryland six, virginia ten, north carolina five, south carolina five, and georgia three.",164
2179,LAMBORN DOUGLAS,submitting your email address anywhere on the site may result in your email address being added to the lfc email list. you may unsubscribe to lfc emails at any time by opting out of email subscriptions with the unsubscribe link included in each email.,44
2180,LAMBORN DOUGLAS,"no state shall, without the consent of congress, lay any duty of tonnage, keep troops, or ships of war in time of peace, enter into any agreement or compact with another state, or with a foreign power, or engage in war, unless actually invaded, or in such imminent danger as will not admit of delay.",55
2181,LAMBORN DOUGLAS,"lfc is a secure site, and employs a host of industry best practices to protect the exchange of information between site visitors and its host site. as no one method can guarantee 100 security, lfc uses multiple methods of security and protection including firewalls and encryption. information may be shared with unaffiliated third parties including, but not limited to, instances where the information is not personally identifiable, or if the host site feels reasonable obligation by law.",77
2182,LAMBORN DOUGLAS,"a strong america means that we fully fund our military to face the threats of a dangerous world. it means making sure that america is respected and taken seriously by other nations. it means having a foreign policy where we support our friends over our enemies, and not the other way around. i believe, like ronald reagan, that we achieve peace through strength.",63
2183,LAMBORN DOUGLAS,"we are incredibly thrilled that congressman doug lamborn was victorious in his race for the us house of representatives in colorado. our pac was privileged to have the opportunity to endorse and financially support congressman lamborns candidacy. our pacs mission is dedicated to strengthening, promoting, and enhancing the important relationship between our country and israel. in our opinion this is clearly in the best interest of the united states for military, strategic, and economic reasons.",75
2184,LAMBORN DOUGLAS,"congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the government for a redress of grievances.",45
2185,LAMBORN DOUGLAS,"additionally, i will push for meaningful legislation that strengthens our economy and ease regulations on small businesses, which are our countrys backbone. business owners are doing their best to recover from the covid19 pandemic. i believe that big government should get out of their way, allow them to open their doors, serve their patrons safely, and get this economy moving again.",61
2186,LAMBORN DOUGLAS,we appreciate the knowledgeable positions congressman lamborn has taken and his recognition of the importance of maintaining and growing this close relationship between the usa and israel. we look forward to working together with congressman doug lamborn in the 117th us congress.,42
2187,LAMBORN DOUGLAS,"we applaud rep. lamborn for his tireless work on behalf of the taxpayers while serving in congress. his courageous votes to cut wasteful spending and make government more accountable should serve as an example to other members, challenging them to keep their promises to protect the fiscal interests of american taxpayers. we have no doubt that he will continue to help lead the effort to eradicate wasteful spending and bring fiscal sanity to washington. his constituents should be very proud of him. tom schatz, the president of the ccagw",89
2188,LAMBORN DOUGLAS,"he shall have power, by and with the advice and consent of the senate, to make treaties, provided two thirds of the senators present concur; and he shall nominate, and by and with the advice and consent of the senate, shall appoint ambassadors, other public ministers and consuls, judges of the supreme court, and all other officers of the united states, whose appointments are not herein otherwise provided for, and which shall be established by law but the congress may by law vest the appointment of such inferior officers, as they think proper, in the president alone, in the courts of law, or in the heads of departments.",108
2189,LAMBORN DOUGLAS,"congressman doug lamborn is serving in congress after being elected in 2006 to serve the colorado 5th congressional district. during his tenure, congressman lamborn has proven himself as a strong voice for the conservative values of his district. he is an advocate of the free market, has never voted for a bailout, and has never voted for a tax increase. as a champion for individual liberty, lamborn voted against obamacare and supports its repeal. he is a rock solid defender of the 2nd amendment. congressman lamborn joined his colleagues in filing an amicus brief in support of the landmark supreme court heller decision case which defines 2nd amendment rights as rights belonging to individuals",114
2190,LAMBORN DOUGLAS,"judgment in cases of impeachment shall not extend further than to removal from office, and disqualification to hold and enjoy any office of honor, trust or profit under the united states but the party convicted shall nevertheless be liable and subject to indictment, trial, judgment and punishment, according to law.",50
2191,LAMBORN DOUGLAS,"congressman lamborn is also a member of the house committee on natural resources. he serves on the energy and mineral resources subcommittee. this subcommittee monitors energy development on our public lands. he also serves on the water, oceans, and wildlife subcommittee. this subcommittee oversees the protection of water supplies, coastlines, oceans, and marine wildlife.",54
2192,LAMBORN DOUGLAS,"congressman lamborn serves as a high ranking member on the house armed services committee. he is ranking member of the subcommittee on readiness. this subcommittee has jurisdiction over all military readiness, which consists of operations and maintenance, training, military construction, civilian and contract workforce, military installations, property management, family housing, energy, and base realignment and closures. congressman lamborn also serves on the tactical air and land forces subcommittee. this subcommittee has jurisdiction over the procurement of all ground vehicles and nonstrategic aircraft for all of the services.",87
2193,LAMBORN DOUGLAS,"the right of the people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures, shall not be violated, and no warrants shall issue, but upon probable cause, supported by oath or affirmation, and particularly describing the place to be searched, and the persons or things to be seized.",54
2194,LAMBORN DOUGLAS,"the only personal information collected is information you give us in our effort to grow our lfc grassroots community online, lfc may at times ask you to submit information such as your name, address, phone number and email address in an effort to provide you the information you want in a more timely manner. if you choose not to give us any information, we may not be able to provide you with the most timely information pertaining to online events, personal appearances, tv appearances, talking points, activists alerts and other campaign related information.",93
2195,LAMBORN DOUGLAS,"this constitution, and the laws of the united states which shall be made in pursuance thereof; and all treaties made, or which shall be made, under the authority of the united states, shall be the supreme law of the land; and the judges in every state shall be bound thereby, any thing in the constitution or laws of any state to the contrary notwithstanding.",64
2196,LAMBORN DOUGLAS,"in suits at common law, where the value in controversy shall exceed twenty dollars, the right of trial by jury shall be preserved, and no fact tried by a jury, shall be otherwise reexamined in any court of the united states, than according to the rules of the common law.",50
2197,LAMBORN DOUGLAS,"immediately after they shall be assembled in consequence of the first election, they shall be divided as equally as may be into three classes. the seats of the senators of the first class shall be vacated at the expiration of the second year, of the second class at the expiration of the fourth year, and the third class at the expiration of the sixth year, so that one third may be chosen every second year; and if vacancies happen by resignation, or otherwise, during the recess of the legislature of any state, the executive thereof may make temporary appointments until the next meeting of the legislature, which shall then fill such vacancies.",112
2198,LAMBORN DOUGLAS,"section 3. new states may be admitted by the congress into this union; but no new states shall be formed or erected within the jurisdiction of any other state; nor any state be formed by the junction of two or more states, or parts of states, without the consent of the legislatures of the states concerned as well as of the congress.",62
2199,LAMBORN DOUGLAS,"in all cases affecting ambassadors, other public ministers and consuls, and those in which a state shall be party, the supreme court shall have original jurisdiction. in all the other cases before mentioned, the supreme court shall have appellate jurisdiction, both as to law and fact, with such exceptions, and under such regulations as the congress shall make.",58
2200,LAMBORN DOUGLAS,"throughout his tenure, congressman lamborn has been an outspoken leader for smaller government, lower taxes, profamily issues and a robust national defense. it is only natural that he be involved in such conservative caucus as the republican study committee, and the constitution caucus. in addition, congressman lamborn is cofounder of the missile defense caucus and founder of the sovereignty caucus. he is also cochair of the republican israeli and israel allies caucus.",72
2201,LAMBORN DOUGLAS,"no person shall be a senator who shall not have attained to the age of thirty years, and been nine years a citizen of the united states and who shall not, when elected, be an inhabitant of that state for which he shall be chosen.",45
2202,LAMBORN DOUGLAS,"no person held to service or labour in one state, under the laws thereof, escaping into another, shall, in consequence of any law or regulation therein, be discharged from such service or labour, but shall be delivered up on claim of the party to whom such service or labour may be due.",52
2203,LAMBORN DOUGLAS,"the congress, whenever two thirds of both houses shall deem it necessary, shall propose amendments to this constitution, or, on the application of the legislatures of two thirds of the several states, shall call a convention for proposing amendments, which, in either case, shall be valid to all intents and purposes, as part of this constitution, when ratified by the legislatures of three fourths of the several states, or by conventions in three fourths thereof, as the one or the other mode of ratification may be proposed by the congress; provided that no amendment which may be made prior to the year one thousand eight hundred and eight shall in any manner affect the first and fourth clauses in the ninth section of the first article; and that no state, without its consent, shall be deprived of its equal suffrage in the senate.",143
2204,LAMBORN DOUGLAS,"should you choose to share your personal information, we would like you to know exactly how that information is used by us to provide a better user experience, and the steps we take to protect your information. this privacy policy has been created to answer any questions you may have regarding lfc data collection and protection policies.",57
