,Unnamed: 0,name,text,count,class_simple,topics
2932,2932,PELOSI NANCY,"education is fundamental to the strength of our democracy and country. it is key to ensuring people in america are equipped and prepared to succeed in an everchanging global economy. as nancy has said time and again nothing brings more money to the department of treasury than investing in education early childhood, k12, higher education, post graduate, and lifetime learning.",60,4,education
2936,2936,PELOSI NANCY,"women should take strength from their lived experience, both positive and negative, as they make plans for their future. thats the message nancy pelosi delivered to youth poet laureate amanda gorman during a virtual qa monday in honor of international womens day, deadline reported.",44,0,social_policy
2937,2937,PELOSI NANCY,"if we add a voter registration tool and you use it, you may also provide your drivers license number, your social security number or the last four digits of your social security number, but that information would be deleted after the form is printed, so we would not retain it.",50,3,election 
2944,2944,PELOSI NANCY,"just as the military leaves no soldier behind on the battlefield, as democrats and elected officials, we will leave no veteran behind when they return home. under my speakership, democrats were proud to have passed the largest increases in veterans funding; spearheaded educational opportunities for iraq and afghanistan veterans and their spouses and children with the post 911 gi bill; fought veteran homelessness and republican efforts to privatize the va and profit from veterans health care; and so much more. we will continue to stand with and protect veterans and their families whove defended our country, our democracy and our ideals.",101,6,security_policy
2947,2947,PELOSI NANCY,pres. bidens promise of 200 million vaccine doses in arms in 100 days was kept with days to spare because of the confidence and cooperation of the american people. follow the science and carry through fully on a plan to get vaccinated. helpishere httpst.cof7bixaqwi2,44,5,healthcare
2951,2951,PELOSI NANCY,"democrats are proposing an internet users bill of rights that will grant internet privacy rules for all. we will ensure a free and open internet through net neutrality rules that spur fair competition and do not punish small businesses. we will also ensure every community urban, suburban and rural has equal access to high speed internet.",56,7,domestic_policy
2956,2956,PELOSI NANCY,democrats also helped graduate students with their loans by slashing stafford loan interest rates in half from 6.7 to 3.4 in addition to creating an incomebased repayment program and establishing a loan forgiveness program for graduates who embark in public interest careers.,42,4,education
2963,2963,PELOSI NANCY,"nationwide ady barkan, health care activist american federation of state, county and municipal employees afscme alliance for retired americans blue future brady campaign to end gun violence dolores huerta, civil rights icon emilys list end citizens united everytown for gun safety moms demand action giffords courage to fight gun violence human rights campaign international brotherhood of electrical workers ibew international federation of professional and technical engineers ifpte international longshore and warehouse union ilwu juan escalante, dreamer league of conservation voters little lobbyists naral prochoice america national union of healthcare workers nuhw newtown action alliance people for the american way planned parenthood service employees international union seiu sierra club united farm workers",111,5,healthcare
2967,2967,PELOSI NANCY,"net neutrality is the foundation of the dynamism and success of the internet. but republicans have dismantled net neutrality, and consistently worked to roll back your right to privacy on the internet. house republicans even voted to allow internet service providers to sell your private browsing history and intimate personal information to anyone with the money to buy it.",59,7,domestic_policy
2975,2975,PERLMUTTER EDWIN G,"a quality education is the foundation for a bright future for our children. this is possible if local communities have the resources they need to provide the highest quality education possible for our children. my three daughters and my wifes three children are all products of jefferson county public schools,...",50,4,education
2976,2976,PERLMUTTER EDWIN G,"higher education is a critical component of our ability to remain globally competitive. skyrocketing costs are making it harder, not easier, for students to receive a higher education. we need to make sure the costs of higher education are not unreasonable by increasing the level of available pell grants and minimizing the costs of student loans. i will continue supporting proposals to keep student loan interest rates low and making higher education more affordable and accessible for everyone.",78,4,education
2978,2978,PERLMUTTER EDWIN G,"providing the best education possible for our children means parents, teachers and communities working together toward the same goal. the value of a familys investment in our childrens education cannot be overstated, and we should encourage parents to be actively involved in their childrens education. we also need to make sure our teachers have the tools, resources and support they need to provide our children with a solid, wellrounded education. fortunately, in jefferson county, we have seen the community stand up to and vote against radical school board members and their extremist agenda.",93,4,education
2985,2985,PERLMUTTER EDWIN G,"the national economy is showing signs of a brighter future, and in colorado we are enjoying a thriving economy with record low unemployment. colorados economy has also been ranked best in the nation by business insider and is slated for even greater growth over the next 1020 years as...",49,2,economy 
2987,2987,PERLMUTTER EDWIN G,"in addition to health care, we have a responsibility to help put our veterans back to work or help them receive an education when they return home. i am committed to making sure our veterans and all americans have the ability to obtain good jobs and the training necessary to sustain those jobs. i voted for updates to the post911 gi bill to expand and simplify educational opportunities to ensure our veterans more access to the education they need. additionally, i supported a measure to extend the home buyer tax credit for any active duty military personnel who served overseas for more than 90 days to help them with the opportunity to purchase their first home.",116,5,healthcare
3001,3001,PERLMUTTER EDWIN G,"i am a product of colorados public schools i graduated from jefferson high school in edgewater and the university of colorado in boulder for both college and law school. i worked as a laborer on construction projects during the summers in college and law school, and then practiced business law with a local law firm for 25 years. in 1994, i was elected to the colorado state senate where my priority was to improve the quality of life for hardworking coloradans.",81,4,education
3002,3002,PERLMUTTER EDWIN G,"the value and success of our country is due in large part to the diversity of our citizens. i believe we should never discriminate against someone based on gender, race, creed, religion or sexual orientation. i believe in equal rights and i honor and respect all of the cultural,...",49,2,economy 
3005,3005,PERLMUTTER EDWIN G,"health care is an issue that touches many people in different ways, and we have to ensure the aca works effectively and keeps health care affordable so more people can get the kind of quality care they deserve. i will work with anyone to improve the aca and i will continue to fight against attempts to repeal or replace it.",60,5,healthcare
3006,3006,PERLMUTTER EDWIN G,"the value and success of our country is due in large part to the diversity of our citizens. i believe we should never discriminate against someone based on gender, race, creed, religion or sexual orientation. i believe in equal rights and i honor and respect all of the cultural, political and social achievements and contributions made by all people who continue to enrich our nation.",65,2,economy 
3009,3009,PERLMUTTER EDWIN G,"this means ensuring transparency and accountability at all va facilities to ensure veterans health does not suffer. we need to make it easier for our local va facilities to attract and hire new doctors, nurses, and support staff. as we discuss the future of va healthcare, i want to ensure we enhance care at the va and not take away from it or privatize care.",65,3,election 
3010,3010,PERLMUTTER EDWIN G,equality also means equal pay for equal work. raising the minimum wage and ensuring both men and women receive equal pay is a critical issue for many of todays hardworking middle class families. im proud to have voted for both the paycheck fairness act which adds additional protections to the equal pay act of 1963 and the lilly ledbetter fair pay act of 2009 which works to close the gap between mens and womens wages.,75,1,occupation
3016,3016,POLO FRANK E,"healthcare april 17, 2021 there is no question in frank polos mind that reform is necessary for the healthcare sector. nevertheless, we must understand that free healthcare without a tax increase is not possible. therefore, the need for a balanced approach.",41,5,healthcare
3020,3020,PORTER KATHERINE,"education i believe that quality public education is the bedrock of the american dream. i support investment in public education, expanding early childhood education and making college more affordable so that every student who works hard can graduate from californias great public colleges and universities debtfree.",46,4,education
3021,3021,PORTER KATHERINE,"as an advocate, katie has sought reforms that help families get a fair shake in our economy. she has been a key player in the fight against abusive credit card fees and, in 2010, helped pass important federal credit card protections for families. she has written three books that document how washington special interests skew our laws and cut off the legal rights of families who play by the rules.",70,3,election 
3025,3025,PORTER KATHERINE,"womens health i will fight any efforts by republicans to defund planned parenthood, restrict access to birth control, or ban the right to choose. donald trumps supreme court pick represents a huge threat to womens rights. providing women with access to reproductive healthcare and birth control is not a luxury.",50,0,social_policy
3027,3027,PORTER KATHERINE,"lgbtq rights equality under the law must apply to all of us, not just some of us. i will be at the forefront of the fight to end discrimination in schools and the workplace. no person should be turned away from healthcare, housing or other services due to prejudice.",49,0,social_policy
3031,3031,PORTER KATHERINE,"taxes i will fight to overturn trumps tax plan which raised taxes on middleclass families, slashed funding for medicare and increased our nations debt. i believe that what americans need is tax reform that makes wealthy corporations pay their fair share and cuts taxes for the middleclass and small businesses.",50,1,occupation
3033,3033,PORTER KATHERINE,"housing i have spent my entire career helping families stay in their homes by combating fraudulent lending practices. i am a strong advocate for using our tax code to encourage home ownership, and i support investments in programs that help firsttime home buyers.",43,1,occupation
3034,3034,PORTER KATHERINE,"i have spent my entire career helping families stay in their homes by combating fraudulent lending practices. i am a strong advocate for using our tax code to encourage home ownership, and i support investments in programs that help firsttime home buyers.",42,1,occupation
3035,3035,PORTER KATHERINE,"i believe that quality public education is the bedrock of the american dream. i support investment in public education, expanding early childhood education and making college more affordable so that every student who works hard can graduate from californias great public colleges and universities debtfree.",45,4,education
3037,3037,PORTER KATHERINE,"the five banks had promised to help homeowners who had been harmed, and it was my job to hold the banks feet to the fire. my team won thousands of victories against the banks, forcing them to pay billions to families. and our work helped tens of thousands of families move forward with their lives.",55,1,occupation
3038,3038,PORTER KATHERINE,"seniors are an important part of our community and everybody should have the ability to retire with dignity. i will always protect social security and fight to expand benefits. i will also do everything i can to lower prescription drug costs, including giving medicare and medicaid the ability to negotiate lower prices on behalf of our seniors.",57,0,social_policy
3039,3039,PORTER KATHERINE,"seniors seniors are an important part of our community and everybody should have the ability to retire with dignity. i will always protect social security and fight to expand benefits. i will also do everything i can to lower prescription drug costs, including giving medicare and medicaid the ability to negotiate lower prices on behalf of our seniors.",58,0,social_policy
3040,3040,PORTER KATHERINE,"much of my work as a consumer advocate has centered around the housing crisis that rocked orange county and many other parts of the country. before the crisis, i was one of the first to sound the alarm about how the biggest wall street banks were preying on homeowners. and when the crisis hit, i was appointed by attorney general kamala harris to work directly with california families who were cheated by the five biggest wall street banks.",78,3,election 
3043,3043,PORTER KATHERINE,healthcare healthcare is a human right. that is why i will fight for a medicare for all system and will stand up to the trump efforts to gut protections for preexisting conditions. no american should ever go bankrupt due to healthcare costs.,42,5,healthcare
3046,3046,PORTER KATHERINE,"can i register to vote if i have unstable housing? a homeless person may register to vote at a location they state as the place they spend most of their time, such as a shelter or cross streets. in these instances, a mailing address is not required, but should be provided in order to receive election materials.",57,3,election 
3049,3049,PORTER KATHERINE,"a homeless person may register to vote at a location they state as the place they spend most of their time, such as a shelter or cross streets. in these instances, a mailing address is not required, but should be provided in order to receive election materials.",47,3,election 
3050,3050,PORTER KATHERINE,"you are eligible to vote for katie if you are registered in californias 45th congressional district, which encompasses irvine, tustin, north tustin, villa park, laguna hills, lake forest, and rancho santa margarita, as well as parts of anaheim, orange, laguna woods, mission viejo, and laguna niguel.",46,3,election 
3051,3051,PORTER KATHERINE,healthcare is a human right. that is why i will fight for a medicare for all system and will stand up to the trump efforts to gut protections for preexisting conditions. no american should ever go bankrupt due to healthcare costs.,41,5,healthcare
3052,3052,PORTER KATHERINE,"what if i am not registered to vote in orange county? what if im not registered to vote in california? the resources above apply most directly to those registered to vote in orange county, california for the november 3, 2020 general election. the deadlines above apply to all california voters. for more general california voting guidelines and resources, check out the california secretary of states elections and voter information site. if you dont live in orange county, find more information about your local voting resources. if you dont live in california, find more general voting guidelines at vote.org.",98,3,election 
3058,3058,PORTER KATHERINE,"i will never accept a dime from the gun lobby and i will work to pass commonsense laws to keep our schools and communities safe. i support a ban on assault weapons, mandatory background checks on all gun sales, and a healthcare system that provides comprehensive mental health treatment.",49,3,election 
3059,3059,PORTER KATHERINE,"can i still register to vote even though the voter registration deadline has passed? october 19th was the deadline to register online and receive a ballot in the mail. if you missed this deadline, you can register to vote conditionally and vote that same day at your countys election office, polling location, or vote center. find more information about same day voter registration in california, and follow these steps for conditional voter registration in orange county.",76,3,election 
3062,3062,POSEY BILL,"as for medicare, i am a strong supporter of medicare and voted against president obamas health care law, which cut over a half a trillion dollars from the medicare budget. i also voted against legislation that would have made other changes for those who are nearing retirement.",47,5,healthcare
3064,3064,POSEY BILL,"as for medicare, i am a strong supporter of medicare and voted against president obamas health care law, which cut over a half a trillion dollars from the medicare budget. i also voted against legislation that would have made other changes for those who are nearing retirement. for those under age 55 who want to choose a different plan, i believe that we should consider allowing them to make choices when they reach 65, but also ensure that they have access to traditional medicare, with no changes, if they so desire. the medicare advantage plan that tens of thousands of seniors in my congressional district have chosen is the sort of choice options that have proven very successful and should be expanded.",122,5,healthcare
3070,3070,POSEY BILL,"blocking congressional pay raises since i came to congress in 2009, i have helped support successful efforts to block congressional pay raises each and every year since the day i took the oath of office through today. i also thought it was wrong for congress to pass a pay raise in 2008. to lead by example, i have given every cent of that pay raise back to the u.s. treasury each year even though it was approved the year before i was sworn in as a member of congress.",89,1,occupation
3073,3073,POSEY BILL,"bill has been married to his high school sweetheart katie for 50 years and together they have two grown daughters, pam and cathi, and 3 grandchildren. besides being a devoted husband, dad, and now grandfather, bill is an accomplished stock car racer, having received the award for short track driver achievement in memory of davey clifford allison presented by bobby judy allison.",62,4,education
3074,3074,POSEY BILL,"obamacare was the wrong prescription for our health care problems and i believe it should be repealed and replaced with a plan based on individual liberty and personal freedom. the obamacare law has undermined individual liberty and choice, added tens of billions of dollars to the national debt, driven the cost of medical insurance out of reach for millions of americans, cut medicare by hundreds of billions of dollars, and imposed costly mandates on americas job creators. it failed to meet its promises of affordable coverage for all americans and tens of millions of american remain uninsured. another side effect is that too many americans are still left with part time jobs rather than the fulltime jobs that they want.",120,5,healthcare
3077,3077,POSEY BILL,"in 2017 my seniors tax simplification act was signed into law by president trump. this legislation directs the irs to create a new, simple, tax filing form for senior citizens who do not have complicated income streams. its been almost four decades since a new streamlined tax form has...",49,0,social_policy
3085,3085,POSEY BILL,"in 2017 my seniors tax simplification act was signed into law by president trump. this legislation directs the irs to create a new, simple, tax filing form for senior citizens who do not have complicated income streams. its been almost four decades since a new streamlined tax form has been created to help simplify tax filing.",56,0,social_policy
3092,3092,POSEY BILL,legislative transparency the house adopted my proposal and incorporated it into the rules of the house to require that all changes to legislation throughout the legislative process be clearly shown so that the public and all members of congress are able easily see any changes and better understand the impact of such changes. the house is now moving forward to implement this provision.,63,3,election 
3095,3095,POSEY BILL,combating financial fraud i pressed the securities and exchange commission sec to investigate the massive breakdown that allowed bernie madoffs 70 billion ponzi scheme to continue despite having all of the evidence and supported appointment of a special prosecutor to investigate mf globals collapse and former senator jon corzines role in the misplacement of over 1.2 billion in client money.,60,3,election 
3098,3098,POSEY BILL,medicare for all proposals embraced by all 2020 democrat presidential candidates and the new green deal is obamacare on steroids. medicare for all puts washington politicians and government bureaucrats in charge of health care decisions because it completely bans private health insurance. that flies in the face of american constitutional principles of freedom.,53,5,healthcare
3099,3099,POSEY BILL,medicare for all proposals embraced by all 2020 democrat presidential candidates and the new green deal is obamacare on steroids. medicare for all threatens traditional medicare and the health care benefits of seniors. it puts washington politicians and government bureaucrats in charge of health care decisions because it bans private health insurance. that flies in the face of american constitutional principles of freedom.,63,5,healthcare
3100,3100,POSEY BILL,"space is the ultimate military high ground. china and russia have tested space weapons and are developing hypersonic weapons that could cripple our military advantage and undermine our national security. we must be prepared to counter any aggression by china, russia, iran, north korea or others and that means investing in advanced space capabilities. we cannot afford to be complacent in any area of our national defense and as a member of the house space subcommittee i am working to ensure that u.s. leadership in space remains unmatched.",88,6,security_policy
3101,3101,POSEY BILL,"space is the ultimate military high ground that we cannot cede to russia, china or anyone else. to do so puts our national security at risk. the chinese have already taken laser target practice at satellites, and congressional testimony by top military experts highlights the growing vulnerabilities of our military space assets posed by china.",55,6,security_policy
3103,3103,POSEY BILL,my race for space act hr 4401 and commercial space support vehicle act were signed into law eliminating burdensome red tape making it easier for commercial space companies to launch at the cape and capture the budding suborbital and orbital commercial marketplace.,42,0,social_policy
3104,3104,POSEY BILL,"while we were not able to block obamacare and the failed 2009 stimulus plan that largely wasted over 1 trillion taxpayer dollars on failed stimulus initiatives that enriched obama administration friends, created deadend shortterm jobs, and failed to spark an economic recovery, we were able to block their proposed cap and trade national energy tax. this energy tax scheme whether hidden or direct would have imposed a 2 trilliondollar cost to our economy resulting in the loss of even more american jobs and higher prices. sadly, this illadvised plan is back and is known as the green new deal which has been endorsed by every single democrat running for president and was approved in concept in a nonbinding vote by speaker pelosis new house majority in early 2019.",128,5,healthcare
3106,3106,POSEY BILL,"kiwanis club president, high school advisory committee, academic club, vocational advisory committee, quarterback club 12th man award, middle school advisory committee, elementary school pta advisory committees, civic association lpca president, chamber of commerce committee of 100, county school board instructional materials committee, community college better government study committee, county volunteer deputy registrar, department of education county relations advisory committee, county mental health association, keep brevard beautiful, civilianmilitary relations council, american cancer society director, united methodist church trustee, pastorparish relations committee chairman, methodist youth fellowship leader, united methodist men president, miss softball coach and little league coach, financial sponsor of over 100 teams, leagues other youth programs.",106,4,education
3107,3107,POSEY BILL,"since the 2016 election taxes on u.s. businesses and corporations is no longer the highest in the developed world. we reduced those taxed and they responded by building new factories in america and creating millions of new jobs here at home. most liberals in washington dont understand that small businesses pay taxes at the individual rate, so by cutting taxes for individuals we cut taxes on tens of millions of small businesses and they have created most of the new jobs in recent years.",84,1,occupation
3109,3109,PRETOT JAKE,"jake knows the value of being engaged in making things better in maryland and our country. healthcare in our country is in crisis. our country is the medical research, device and pharmaceutical mecca of the world and yet so many of our fellow citizens cant afford medical treatment. at the same time our nations debt is out of control. thats why jake is running for congress. help him help you by voting june 26th in the democratic primary. learn where jake stands on the issues...view the issues.",87,2,economy 
3118,3118,PUDLO G MAEBE A,"i am prochoice. no one should decide the fate of a persons health except for the person in question. this is especially true when the laws dictating our behavior are mandated by a government that is overwhelmingly male. this speaks to the inequity of female representation in congress and to the restriction of people to advocate for their bodies and their selves . i will implore my fellow representatives to consider the unconstitutionality of restricting a persons right to an abortion. while i fully support religious freedom, i do not support religious representatives in government who vote on behalf of their religion instead of their entire constituency. religious convictions are often the great motivators in these situations, and we need to remain cautious about the interaction between church and state especially while considering most religions are patriarchal. religion is a cherished liberty that every american has the right to engage in, but no american should ever be obligated to follow laws dictated by religious beliefs. and no woman should ever be obligated to follow a mans rule for her own autonomy.",181,0,social_policy
3122,3122,PUDLO G MAEBE A,"healthcare should be a human right, but it isnt at least not in the united states. healthcare should not be an industry, but will continue to be until we take it out of the hands of private insurers. no american should suffer or die because they cant afford health insurance, but this is the reality many americans face because of the inadequate, unaffordable, and forprofit healthcare model in place. i fully support medicare for all. when all americans have easy and affordable access to preventative health care, less of us will suffer. this has always been true, and is even more relevant in the midst of the global covid19 pandemic.",110,5,healthcare
3123,3123,PUDLO G MAEBE A,"when it comes to national security, one of our greatest threats comes from within, as demonstrated by the capitol siege on january 6, 2021. as a supporter of the constitution, i support the right to bear arms, but not without restriction. there are more guns in america than people, and not coincidentally, the united states is one of the leading nations in the world when it comes to death by guns. we are also one of the few constitutional sovereignties in the world that guarantees the right to bear arms. we live in a different world than when we established our constitution and thus need to reconsider how we interpret the second amendment. there needs to be greater emphasis on background checks and restrictions on obtaining firearms capable of mass destruction.",131,6,security_policy
3124,3124,PUDLO G MAEBE A,"i am in full support of the green new deal. americans have undoubtedly benefitted from the very sources that are causing irreversible, adverse effects on our climate and environment. it is unethical for us to reap the benefits of this industrial society and then leave this place a wasteland for future generations. we look back at the new deal with admiration and gratitude for how it brought the united states out of the great depression and transformed it into the modern landscape it is today. future generations will look back at us and either thank us for saving our planet, or beg to understand why we didnt make a change when we had the opportunity. now is the crucial time for our government officials to take action. the green new deal positively affects climate change while addressing economic inequities and racial injustice.",142,10,environment
3136,3136,RAB AEJAZ (RAJI),"my name is raji rab. i am seeking your vote for the congressional election in californias 30th district, to bring a much awaited relief to struggling communities. i am a seasoned aviator, an educator and an entrepreneur, but above all, i am a humanitarian. professionally at the age of 18, i got my commercial pilot license from laverne california, owned a flight school, an airline and operated a computer infrastructure facility. personally, i have served a lifetime, finding happiness in helping people without any compensation, which i believe is the best natural qualification to run for any political office. with the last 16 years of my life fully dedicated to helping diversified communities, i collectively cherish an eventful experience of over 35 years, possessing a sharp judgment of a security conscious aviator with innovative approach of a modern computer age operative.",141,3,election 
3140,3140,RATHS GREGORY GERARD,"as other campaigns have forgone doorknocking, the republican has gone anyway, accepting the risks of contracting, or spreading, coronavirus. the fiscal hawk and social conservative believes those risks are minimal and follows some social distancing protocols, stepping away as the occupants come to greet him. he wears a mask, and when he hands out materials, he does so wearing a glove. read more",63,3,election 
3141,3141,RATHS GREGORY GERARD,"i know firsthand how high taxes and excessive regulations can make running a business very difficult. i was elected to the mission viejo city council in 2014, reelected in 2018, and served as mayor in 2019. as mayor, crime was reduced by 27, the 2019 budget had a 6 million surplus, and unemployment was lowered below 2.",57,1,occupation
3153,3153,RATHS GREGORY GERARD,"a political science associate professor and a social sciences associate professor who are both former democratic candidates for elected office wrote an oped calling for the renaming of john wayne airport. i condemn john waynes 1971 comments, but historians remind us that we must judge people in the context of their times and the totality of their work. read more",60,11,science
3154,3154,RATHS GREGORY GERARD,"the race for the 45th congressional district in south orange county reveals the countys remarkable shift away from the republican party. the district had been a gop stronghold, but democratic consumer attorney katie porter won a threepoint victory in 2018s bluewave election. most analysts now rate this as a democraticleaning seat.",51,0,social_policy
3162,3162,RODGERS EMORY,"emory believes in a path to citizenship for undocumented immigrants. the rhetoric coming from the right on this issue is bigoted and closedminded. this country was founded by immigrants yearning for a better life. emory will support and sponsor all legislation that helps lawabiding, hardworking individuals find their place out of the shadows and into the light of this great country.",61,9,immigration
3184,3184,ROLLINS GAVIN,"candidate vows to redirect money to state adoption agencies. keystone heights, fla., july 1, 2020 republican congressional candidate gavin rollins today vowed to defund planned parenthood, redirecting the money to state adoption agencies. rollins is running to replace ted yoho in floridas third congressional district. well give women a beautiful alternative to abortion by making the adoption process as easy as possible, said rollins. through education and social programs at the state level, we can begin to curtail the use of abortions as a method of birth control. rollins said he will introduce the adoptions instead of abortions bill",99,2,economy 
3191,3191,ROLLINS GAVIN,"congressional candidate cites concerns about nationwide riots and calls to defund police. keystone heights, fla., june 16, 2020 republican congressional candidate gavin rollins today vowed a strong defense of the second amendment as riots and violence flare up across the country. the eruption of protests following the death of george floyd at the hands of a minneapolis police officer has led leftleaning politicians across the country to call for defunding police departments. this is happening while fringe organizations such as antifa, which has been designated a terrorist organization by president trump, have taken over a section of downtown seattle",99,5,healthcare
3197,3197,ROUDA HARLEY E JR,"washington is filled with corrupt politicians looking for backroom deals. while serving on the house oversight and reform committee, ive rooted out government waste, fraud, and abuse. ive investigated big chemical executives and crooked trump administration officials. ive questioned anyone and everyone whos wasted taxpayer dollars and corrupted our institutions.",50,3,election 
3198,3198,ROUDA HARLEY E JR,taxes are out of control in california and our economy is sinking. im fighting to lower taxes for orange county families by bringing back the ability to deduct mortgage interest and state and local taxes from federal taxes but its not enough.,42,1,occupation
3212,3212,ROUTLEDGE ROOT,"in my high school years of the early 1960s i was repairing cars, machining parts, and rebuilding engines and transmission. we rebuilt and then installed a 1940 ford flathead v8 engine in the small family 18 cabin cruiser boat, we also built made of wood and fiberglass. it had a custom hydraulicdriven inboardoutboard propeller drive system we designed, machining all the parts need to integrate the various manufactured components, and built it all in our home shop.",77,4,education
3222,3222,ROUTLEDGE ROOT,"my campaign is literally the lowbudget grassroots climate insurgency campaign; yet i am well short of contributions to cover even this lowbudget effort. since it is just me, root, i need funds primarily for travel i put 2500 miles on my car over 12 days of travel in january; and for printing my campaign materials. thats basically it. the rest i do myself; including managing my campaign, setting up trips, developing and updating my website and social media pages, filing with the fec and anything else that needs to be done, including entering everyones name into my mail list from the contact sheets you fill out. so, if you see value in this grassroots climate insurgency effort to secure a viable future for our children and grandchildren, please contribute to my campaign. as a 73year old fixedincome senior, i cant handle these financial costs by myself. thank you for whatever you can donate, via actblue on this site; or by check see fec requirements at bottom of this page.",169,3,election 
3226,3226,ROUTLEDGE ROOT,"help roots campaign with your finanical contributions i need to ask for your financial support. this is the primary campaign, so needs are different than the general election campaign, which is an entirely different ballgame, since at that time only one of us will be the democratic nominee. the other two democratic candidates for cd3 are big money candidates, with hundreds of thousands of dollars for even this primary election. one of them has an entourage of staff and consultants she needs to support; the other is a corporate ceo, with his own staff, who flies his own airplane around to all the different county events.",106,3,election 
3232,3232,ROUTLEDGE ROOT,"root262020 leading on climate tour loct i recently completed two major tours throughout our 29 counties; one in december covering the northern 10 counties, and another in january, reaching the remaining 19 counties. i have thoroughly enjoyed meeting people from our widely diverse cd3 counties, each of which has its own respective resources, natural beauty, and interesting people with diverse interests and issues. yet, they are all western and southwestern colorado counties, so we share common concerns about our natural resources, public lands, environment, rural concerns and our collective future. in particular, the big issues everywhere, are climate and energy, water resources, and rural healthcare access. people appreciated my focus on climate, in the context of four strategic threat areas we face healthy democracy, healthy population, healthy environment, and healthy economy. my approach to these strategic threats is above.",139,10,environment
3237,3237,ROUTLEDGE ROOT,"root372020 february leading on climate tour revisit to all 29 counties precinct caucuses for u.s. senate candidate first, today march 7th, 24 pm, is the time all of colorados precincts will meet to caucus for a senate candidate i support andrew romanoff and your chance to get elected as a county delegate for your senate choice. as a county delegate at your county assembly, you will be able to support roots candidacy for u.s. house with your vote. the specific details are laid out below.",85,10,environment
3239,3239,ROUTLEDGE ROOT,"climate is the strategic existential threat issue of our lives. if youve done your homework, you will know that the other two democratic candidates have neither this crucial strategic focus on the climate crisis in terms of agenda priority; nor do they have the systems background it will take to competently flesh out the intersectional systemic policy details of the green new deal, for example. neither even mentions the gnd, or proposes their own policy. and of course, its all glaringly absent from tiptons website and his policy record. nor do they suggest policies that would help president bernie sanders realize and achieve medicare for all neither mentions mfa either, and the rest of bernies programs that make for a better life for ordinary american people.",126,10,environment
3245,3245,ROUTLEDGE ROOT,"also, folks; this is a grassroots campaign and we really need your financial support as well. so please check below how to help out. our main use of funds will be for travel, some operating and event services, and printing campaign materials. no tv ads! no dccc. were running a lowbudget campaign, but we need some help now. were grateful for any amount you can afford to contribute to help keep us going. its easy to do with actblue. and many thanks go to you.",85,3,election 
3253,3253,RUIZ RAUL,"to comply with campaign finance laws. we are often required to disclose information regarding our contributions to comply with campaign finance laws. for example, federal law requires us to use our best efforts to collect and report the name, mailing address, occupation and name of employer of individuals whose contributions aggregate in excess of 200 in a calendar year.",59,3,election 
3266,3266,SALI WILLIAM T,"we must fix our broken immigration system once and for all. i support president trumps plan to build a wall, secure our borders, and stop sanctuary cities. i also believe we must end chain migration and go back to immigration based primarily on merit.",44,9,immigration
3267,3267,SALI WILLIAM T,"william began his professional career as a prosecutor in the thirteenth circuit solicitors office in greenville. in this role, william focused on serving victims of domestic violence and helped create one central court for all domestic violence cases in greenville county.",41,3,election 
3271,3271,SALI WILLIAM T,"i am proudly prolife and i believe all life starts at conception. i will defend the godgiven right to life and actively support prolife legislation. as a state senator and private citizen i have promoted adoption, foster care, and big brothersbig sisters programs and will continue to make these a priority as your congressman.",54,0,social_policy
3272,3272,SALI WILLIAM T,"we must stop unsustainable government spending. our national debt is 21 trillion dollars and growing. i support president trumps efforts to cut the fat in government and restore fiscal sanity to washington. i also support a balanced budget amendment so we can finally rein in government spending. like former u.s. senator jim demint, i will do everything in my power to make sure federal earmarks and pork barrel spending remain a relic of the past. i will strongly oppose any attempt to reinstate congressional earmark spending.",86,2,economy 
3274,3274,SALI WILLIAM T,the united states armed forces have protected the people of this nation for over 200 years and they must be given the resources they need to do their jobs. president reagan was right we will only experience true peace through strength. i will always stand with the men and women who have honorably served our nation in the military. i will fight to make sure every veteran gets the benefits and medical care to which he or she is entitled.,80,7,domestic_policy
3275,3275,SANCHEZ LINDA,"as a cofounder and cochair of the labor and working families caucus, linda advocates for californias hardworking families. she champions policies to ensure that workers are safe on the job, from both workplace accidents and employer intimidation and retaliation. linda brings government and the business community together to attract good paying jobs to southern california.",55,1,occupation
3299,3299,SCHAFER WILLIAM,it is my view that even the best of our career politicians have created an unfavorable view of our congress and the uncooperative environment of washington. i think we the people should encourage a return to statesmen service with our elected representatives. i will cosponsor and vote for the u.s. term limits amendment of three 3 house terms and two 2 senate terms. introducing and supporting a term limit amendment will help in improving our representative government.,77,1,occupation
3301,3301,SCHAFER WILLIAM,"health care at the federal level has become a complex issue. an unnecessary and long bill that brought too much oversight to the federal level. the requirements have become an unsustainable burden on business and forced many individuals from a private to government system of healthcare. our government agencies should not be overseeing healthcare execution! i will work toward solutions that favor health care decisions between families and health care professionals. i will work toward reforms that lower costs, expanding insurance options. we should consider separating routine and minor emergency health care coverage from preexisting and lifethreatening conditions to ensure treatment without risking bankruptcy.",104,5,healthcare
