,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,CAND_ICI,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,search_query,campaign_results_list
2248,H0OH16097,"RENACCI, JAMES B.",REP,OH,16,Incumbent,House,Ohio,Republican,"RENACCI, JAMES B. Republican Ohio House","RENACCI, JAMES B. Republican Ohio House 2021"
2249,H8OH16066,"SCHURING, KIRK",REP,OH,16,Open seat,House,Ohio,Republican,"SCHURING, KIRK Republican Ohio House","SCHURING, KIRK Republican Ohio House 2021"
2250,H8OH16124,"GONZALEZ, ANTHONY E",REP,OH,16,Incumbent,House,Ohio,Republican,"GONZALEZ, ANTHONY E Republican Ohio House","GONZALEZ, ANTHONY E Republican Ohio House 2021"
2251,H0OK01147,"ASAMOA-CAESAR, KOJO",DEM,OK,1,Challenger,House,Oklahoma,Democrat,"ASAMOA-CAESAR, KOJO Democrat Oklahoma House","ASAMOA-CAESAR, KOJO Democrat Oklahoma House 2021"
2252,H2OK01085,"DODD, DOUG",DEM,OK,1,Challenger,House,Oklahoma,Democrat,"DODD, DOUG Democrat Oklahoma House","DODD, DOUG Democrat Oklahoma House 2021"
2253,H8OK01173,"GILPIN, TIM",DEM,OK,1,Open seat,House,Oklahoma,Democrat,"GILPIN, TIM Democrat Oklahoma House","GILPIN, TIM Democrat Oklahoma House 2021"
2254,H8OK01181,"DOUGLAS, AMANDA",DEM,OK,1,Open seat,House,Oklahoma,Democrat,"DOUGLAS, AMANDA Democrat Oklahoma House","DOUGLAS, AMANDA Democrat Oklahoma House 2021"
2255,H0OK01089,"DAHM, NATHAN",REP,OK,1,Open seat,House,Oklahoma,Republican,"DAHM, NATHAN Republican Oklahoma House","DAHM, NATHAN Republican Oklahoma House 2021"
2256,H2OK01143,"BRIDENSTINE, JAMES FREDERICK",REP,OK,1,Incumbent,House,Oklahoma,Republican,"BRIDENSTINE, JAMES FREDERICK Republican Oklahoma House","BRIDENSTINE, JAMES FREDERICK Republican Oklahoma House 2021"
2257,H8OK01124,"COLEMAN, ANDY",REP,OK,1,Open seat,House,Oklahoma,Republican,"COLEMAN, ANDY Republican Oklahoma House","COLEMAN, ANDY Republican Oklahoma House 2021"
2258,H8OK01157,"HERN, KEVIN",REP,OK,1,Incumbent,House,Oklahoma,Republican,"HERN, KEVIN Republican Oklahoma House","HERN, KEVIN Republican Oklahoma House 2021"
2259,H8OK01165,"HARRIS, TIM",REP,OK,1,Open seat,House,Oklahoma,Republican,"HARRIS, TIM Republican Oklahoma House","HARRIS, TIM Republican Oklahoma House 2021"
2260,H0OK02210,"LANIER, DANYELL",DEM,OK,2,Challenger,House,Oklahoma,Democrat,"LANIER, DANYELL Democrat Oklahoma House","LANIER, DANYELL Democrat Oklahoma House 2021"
2261,H4OK02089,"BOREN, DAVID DANIEL",DEM,OK,2,Challenger,House,Oklahoma,Democrat,"BOREN, DAVID DANIEL Democrat Oklahoma House","BOREN, DAVID DANIEL Democrat Oklahoma House 2021"
2262,H8OK02148,"NICHOLS, JASON",DEM,OK,2,Challenger,House,Oklahoma,Democrat,"NICHOLS, JASON Democrat Oklahoma House","NICHOLS, JASON Democrat Oklahoma House 2021"
2263,H8OK02163,"MCINTOSH, ELIJAH",DEM,OK,2,Challenger,House,Oklahoma,Democrat,"MCINTOSH, ELIJAH Democrat Oklahoma House","MCINTOSH, ELIJAH Democrat Oklahoma House 2021"
2264,H0OK02228,"SILK, JOSEPH WESLEY",REP,OK,2,Challenger,House,Oklahoma,Republican,"SILK, JOSEPH WESLEY Republican Oklahoma House","SILK, JOSEPH WESLEY Republican Oklahoma House 2021"
2265,H2OK02083,"MULLIN, MARKWAYNE MR.",REP,OK,2,Incumbent,House,Oklahoma,Republican,"MULLIN, MARKWAYNE MR. Republican Oklahoma House","MULLIN, MARKWAYNE MR. Republican Oklahoma House 2021"
2266,H6OK02233,"JACKSON, JARRIN DALE",REP,OK,2,Challenger,House,Oklahoma,Republican,"JACKSON, JARRIN DALE Republican Oklahoma House","JACKSON, JARRIN DALE Republican Oklahoma House 2021"
2267,H0OK02236,"CASTALDO, RICHIE",LIB,OK,2,Challenger,House,Oklahoma,Libertarian,"CASTALDO, RICHIE Libertarian Oklahoma House","CASTALDO, RICHIE Libertarian Oklahoma House 2021"
2268,H8OK02197,"CASTALDO, RICHARD MICHAEL",LIB,OK,2,Challenger,House,Oklahoma,Libertarian,"CASTALDO, RICHARD MICHAEL Libertarian Oklahoma House","CASTALDO, RICHARD MICHAEL Libertarian Oklahoma House 2021"
2269,H4OK06056,"LUCAS, FRANK D.",REP,OK,3,Incumbent,House,Oklahoma,Republican,"LUCAS, FRANK D. Republican Oklahoma House","LUCAS, FRANK D. Republican Oklahoma House 2021"
2270,H8OK04094,"BRANNON, MARY",DEM,OK,4,Challenger,House,Oklahoma,Democrat,"BRANNON, MARY Democrat Oklahoma House","BRANNON, MARY Democrat Oklahoma House 2021"
2271,H2OK04055,"COLE, TOM",REP,OK,4,Incumbent,House,Oklahoma,Republican,"COLE, TOM Republican Oklahoma House","COLE, TOM Republican Oklahoma House 2021"
2272,H2OK04113,"NUTTLE, MARC",REP,OK,4,Challenger,House,Oklahoma,Republican,"NUTTLE, MARC Republican Oklahoma House","NUTTLE, MARC Republican Oklahoma House 2021"
2273,H6OK04114,"TAYLOR, JAMES",REP,OK,4,Challenger,House,Oklahoma,Republican,"TAYLOR, JAMES Republican Oklahoma House","TAYLOR, JAMES Republican Oklahoma House 2021"
2274,H0OK05155,"GUILD, THOMAS EUGENE",DEM,OK,5,Challenger,House,Oklahoma,Democrat,"GUILD, THOMAS EUGENE Democrat Oklahoma House","GUILD, THOMAS EUGENE Democrat Oklahoma House 2021"
2275,H8OK05109,"HORN, KENDRA",DEM,OK,5,Incumbent,House,Oklahoma,Democrat,"HORN, KENDRA Democrat Oklahoma House","HORN, KENDRA Democrat Oklahoma House 2021"
2276,H0OK05114,"LANKFORD, JAMES PAUL MR.",REP,OK,5,Challenger,House,Oklahoma,Republican,"LANKFORD, JAMES PAUL MR. Republican Oklahoma House","LANKFORD, JAMES PAUL MR. Republican Oklahoma House 2021"
2277,H0OK05197,"GREENE, DAVID",REP,OK,5,Challenger,House,Oklahoma,Republican,"GREENE, DAVID Republican Oklahoma House","GREENE, DAVID Republican Oklahoma House 2021"
2278,H0OK05205,"BICE, STEPHANIE",REP,OK,5,Challenger,House,Oklahoma,Republican,"BICE, STEPHANIE Republican Oklahoma House","BICE, STEPHANIE Republican Oklahoma House 2021"
2279,H0OK05213,"NEESE, TERRY",REP,OK,5,Challenger,House,Oklahoma,Republican,"NEESE, TERRY Republican Oklahoma House","NEESE, TERRY Republican Oklahoma House 2021"
2280,H0OK05247,"HILL, DAVID KIMMELL SR.",REP,OK,5,Challenger,House,Oklahoma,Republican,"HILL, DAVID KIMMELL SR. Republican Oklahoma House","HILL, DAVID KIMMELL SR. Republican Oklahoma House 2021"
2281,H0OK05254,"BARRESI, JANET",REP,OK,5,Challenger,House,Oklahoma,Republican,"BARRESI, JANET Republican Oklahoma House","BARRESI, JANET Republican Oklahoma House 2021"
2282,H0OK05262,"VANSANT, MERIDETH",REP,OK,5,Challenger,House,Oklahoma,Republican,"VANSANT, MERIDETH Republican Oklahoma House","VANSANT, MERIDETH Republican Oklahoma House 2021"
2283,H0OK05270,"RAHIMI, MILES V",REP,OK,5,Challenger,House,Oklahoma,Republican,"RAHIMI, MILES V Republican Oklahoma House","RAHIMI, MILES V Republican Oklahoma House 2021"
2284,H0OK05288,"LANDON, SHELDON (SHELLI) ELIZABETH DR ",REP,OK,5,Challenger,House,Oklahoma,Republican,"LANDON, SHELDON (SHELLI) ELIZABETH DR  Republican Oklahoma House","LANDON, SHELDON (SHELLI) ELIZABETH DR  Republican Oklahoma House 2021"
2285,H0OK05296,"BALLARD, MICHAEL",REP,OK,5,Challenger,House,Oklahoma,Republican,"BALLARD, MICHAEL Republican Oklahoma House","BALLARD, MICHAEL Republican Oklahoma House 2021"
2286,H0OK05304,"MERRICK, JAKE A",REP,OK,5,Challenger,House,Oklahoma,Republican,"MERRICK, JAKE A Republican Oklahoma House","MERRICK, JAKE A Republican Oklahoma House 2021"
2287,H4OK05132,"RUSSELL, STEVEN DANE",REP,OK,5,Incumbent,House,Oklahoma,Republican,"RUSSELL, STEVEN DANE Republican Oklahoma House","RUSSELL, STEVEN DANE Republican Oklahoma House 2021"
2288,H6OK05228,"CALVEY, KEVIN",REP,OK,5,Open seat,House,Oklahoma,Republican,"CALVEY, KEVIN Republican Oklahoma House","CALVEY, KEVIN Republican Oklahoma House 2021"
2289,H0OR01160,"SIEBE, AMANDA NICOLE MS",DEM,OR,1,Challenger,House,Oregon,Democrat,"SIEBE, AMANDA NICOLE MS Democrat Oregon House","SIEBE, AMANDA NICOLE MS Democrat Oregon House 2021"
2290,H0OR01186,"BRIONES, HEIDI",DEM,OR,1,Challenger,House,Oregon,Democrat,"BRIONES, HEIDI Democrat Oregon House","BRIONES, HEIDI Democrat Oregon House 2021"
2291,H2OR01133,"BONAMICI, SUZANNE",DEM,OR,1,Incumbent,House,Oregon,Democrat,"BONAMICI, SUZANNE Democrat Oregon House","BONAMICI, SUZANNE Democrat Oregon House 2021"
2292,H0OR01194,"CHRISTENSEN, CHRIS C MR.",REP,OR,1,Challenger,House,Oregon,Republican,"CHRISTENSEN, CHRIS C MR. Republican Oregon House","CHRISTENSEN, CHRIS C MR. Republican Oregon House 2021"
2293,H2OR01190,"MORGAN, DELINDA",REP,OR,1,Challenger,House,Oregon,Republican,"MORGAN, DELINDA Republican Oregon House","MORGAN, DELINDA Republican Oregon House 2021"
2294,H2OR01240,"RUSS, DAVID",REP,OR,1,,House,Oregon,Republican,"RUSS, DAVID Republican Oregon House","RUSS, DAVID Republican Oregon House 2021"
2295,H8OR01221,"GRIFFITH, GEORGE",REP,OR,1,Challenger,House,Oregon,Republican,"GRIFFITH, GEORGE Republican Oregon House","GRIFFITH, GEORGE Republican Oregon House 2021"
2296,H0OR02119,"HOLM, JOHN PAUL",DEM,OR,2,Open seat,House,Oregon,Democrat,"HOLM, JOHN PAUL Democrat Oregon House","HOLM, JOHN PAUL Democrat Oregon House 2021"
2297,H0OR02267,"SPENSER, ALEX",DEM,OR,2,Open seat,House,Oregon,Democrat,"SPENSER, ALEX Democrat Oregon House","SPENSER, ALEX Democrat Oregon House 2021"
2298,H8OR02161,"MCLEOD-SKINNER, JAMIE",DEM,OR,2,Open seat,House,Oregon,Democrat,"MCLEOD-SKINNER, JAMIE Democrat Oregon House","MCLEOD-SKINNER, JAMIE Democrat Oregon House 2021"
2299,H8OR02187,"MASON, RAZ",DEM,OR,2,Challenger,House,Oregon,Democrat,"MASON, RAZ Democrat Oregon House","MASON, RAZ Democrat Oregon House 2021"
2300,H0OR02127,"BENTZ, CLIFF",REP,OR,2,Open seat,House,Oregon,Republican,"BENTZ, CLIFF Republican Oregon House","BENTZ, CLIFF Republican Oregon House 2021"
2301,H0OR02135,"ATKINSON, JASON",REP,OR,2,Open seat,House,Oregon,Republican,"ATKINSON, JASON Republican Oregon House","ATKINSON, JASON Republican Oregon House 2021"
2302,H0OR02150,"BUEHLER, KNUTE",REP,OR,2,Open seat,House,Oregon,Republican,"BUEHLER, KNUTE Republican Oregon House","BUEHLER, KNUTE Republican Oregon House 2021"
2303,H0OR02168,"CRUMPACKER, JIMMY",REP,OR,2,Open seat,House,Oregon,Republican,"CRUMPACKER, JIMMY Republican Oregon House","CRUMPACKER, JIMMY Republican Oregon House 2021"
2304,H0OR02184,"SMITH, JEFFERY G",REP,OR,2,Open seat,House,Oregon,Republican,"SMITH, JEFFERY G Republican Oregon House","SMITH, JEFFERY G Republican Oregon House 2021"
2305,H0OR02226,"LIVINGSTON, JUSTIN",REP,OR,2,Open seat,House,Oregon,Republican,"LIVINGSTON, JUSTIN Republican Oregon House","LIVINGSTON, JUSTIN Republican Oregon House 2021"
2306,H6OR02116,"WALDEN, GREGORY P. MR.",REP,OR,2,Incumbent,House,Oregon,Republican,"WALDEN, GREGORY P. MR. Republican Oregon House","WALDEN, GREGORY P. MR. Republican Oregon House 2021"
2307,H0OR03125,"LEE, ALBERT MR.",DEM,OR,3,Challenger,House,Oregon,Democrat,"LEE, ALBERT MR. Democrat Oregon House","LEE, ALBERT MR. Democrat Oregon House 2021"
2308,H0OR03158,"WILCOX, DANE",DEM,OR,3,Challenger,House,Oregon,Democrat,"WILCOX, DANE Democrat Oregon House","WILCOX, DANE Democrat Oregon House 2021"
2309,H6OR03064,"BLUMENAUER, EARL",DEM,OR,3,Incumbent,House,Oregon,Democrat,"BLUMENAUER, EARL Democrat Oregon House","BLUMENAUER, EARL Democrat Oregon House 2021"
2310,H8OR03060,"BARNETT, CHARLES",DEM,OR,3,Challenger,House,Oregon,Democrat,"BARNETT, CHARLES Democrat Oregon House","BARNETT, CHARLES Democrat Oregon House 2021"
2311,H0OR03166,"HECKER, FRANK",REP,OR,3,Challenger,House,Oregon,Republican,"HECKER, FRANK Republican Oregon House","HECKER, FRANK Republican Oregon House 2021"
2312,H0OR03174,"HARBOUR, JOANNA",REP,OR,3,Challenger,House,Oregon,Republican,"HARBOUR, JOANNA Republican Oregon House","HARBOUR, JOANNA Republican Oregon House 2021"
2313,H8OR03102,"HARRISON, THOMAS",REP,OR,3,Challenger,House,Oregon,Republican,"HARRISON, THOMAS Republican Oregon House","HARRISON, THOMAS Republican Oregon House 2021"
2314,H0OR04099,"CANNING, DOYLE",DEM,OR,4,Challenger,House,Oregon,Democrat,"CANNING, DOYLE Democrat Oregon House","CANNING, DOYLE Democrat Oregon House 2021"
2315,H6OR04047,"DEFAZIO, PETER A",DEM,OR,4,Incumbent,House,Oregon,Democrat,"DEFAZIO, PETER A Democrat Oregon House","DEFAZIO, PETER A Democrat Oregon House 2021"
2316,H8OR04159,"ARCANGEL, DANIEL R",DEM,OR,4,Challenger,House,Oregon,Democrat,"ARCANGEL, DANIEL R Democrat Oregon House","ARCANGEL, DANIEL R Democrat Oregon House 2021"
2317,H0OR04081,"ROBINSON, ART DR.",REP,OR,4,Challenger,House,Oregon,Republican,"ROBINSON, ART DR. Republican Oregon House","ROBINSON, ART DR. Republican Oregon House 2021"
2318,H0OR04107,"SKARLATOS, ALEK",REP,OR,4,Challenger,House,Oregon,Republican,"SKARLATOS, ALEK Republican Oregon House","SKARLATOS, ALEK Republican Oregon House 2021"
2319,H6OR04203,"PERKINS, JO RAE",REP,OR,4,Challenger,House,Oregon,Republican,"PERKINS, JO RAE Republican Oregon House","PERKINS, JO RAE Republican Oregon House 2021"
2320,H8OR04142,"BOICE, COURT",REP,OR,4,Challenger,House,Oregon,Republican,"BOICE, COURT Republican Oregon House","BOICE, COURT Republican Oregon House 2021"
2321,H0OR05096,"GAMBA, MARK",DEM,OR,5,Challenger,House,Oregon,Democrat,"GAMBA, MARK Democrat Oregon House","GAMBA, MARK Democrat Oregon House 2021"
2322,H0OR05112,"REYNOLDS, BLAIR",DEM,OR,5,Challenger,House,Oregon,Democrat,"REYNOLDS, BLAIR Democrat Oregon House","REYNOLDS, BLAIR Democrat Oregon House 2021"
2323,H8OR05107,"SCHRADER, KURT",DEM,OR,5,Incumbent,House,Oregon,Democrat,"SCHRADER, KURT Democrat Oregon House","SCHRADER, KURT Democrat Oregon House 2021"
2324,H0OR05088,"ROMAN, ANGELA",REP,OR,5,Challenger,House,Oregon,Republican,"ROMAN, ANGELA Republican Oregon House","ROMAN, ANGELA Republican Oregon House 2021"
2325,H0OR05104,"COURSER, AMY RYAN",REP,OR,5,Challenger,House,Oregon,Republican,"COURSER, AMY RYAN Republican Oregon House","COURSER, AMY RYAN Republican Oregon House 2021"
2326,H8OR05198,"CALLAHAN, MARK ALLEN",REP,OR,5,Challenger,House,Oregon,Republican,"CALLAHAN, MARK ALLEN Republican Oregon House","CALLAHAN, MARK ALLEN Republican Oregon House 2021"
2327,H8OR05206,"NATIONS, JOEY",REP,OR,5,Challenger,House,Oregon,Republican,"NATIONS, JOEY Republican Oregon House","NATIONS, JOEY Republican Oregon House 2021"
2328,H0PA01291,"REISS, JUDI MS.",DEM,PA,1,Challenger,House,Pennsylvania,Democrat,"REISS, JUDI MS. Democrat Pennsylvania House","REISS, JUDI MS. Democrat Pennsylvania House 2021"
2329,H0PA01309,"WACHSPRESS, DEBBIE",DEM,PA,1,Challenger,House,Pennsylvania,Democrat,"WACHSPRESS, DEBBIE Democrat Pennsylvania House","WACHSPRESS, DEBBIE Democrat Pennsylvania House 2021"
2330,H0PA01325,"FINELLO, CHRISTINA",DEM,PA,1,Challenger,House,Pennsylvania,Democrat,"FINELLO, CHRISTINA Democrat Pennsylvania House","FINELLO, CHRISTINA Democrat Pennsylvania House 2021"
2331,H0PA01333,"HURWITZ, SKYLAR",DEM,PA,1,Challenger,House,Pennsylvania,Democrat,"HURWITZ, SKYLAR Democrat Pennsylvania House","HURWITZ, SKYLAR Democrat Pennsylvania House 2021"
2332,H8PA01153,"BRADY, ROBERT A",DEM,PA,1,Incumbent,House,Pennsylvania,Democrat,"BRADY, ROBERT A Democrat Pennsylvania House","BRADY, ROBERT A Democrat Pennsylvania House 2021"
2333,H8PA08174,"WALLACE, HENRY SCOTT",DEM,PA,1,Open seat,House,Pennsylvania,Democrat,"WALLACE, HENRY SCOTT Democrat Pennsylvania House","WALLACE, HENRY SCOTT Democrat Pennsylvania House 2021"
2334,H0PA01317,"MEEHAN, ANDREW",REP,PA,1,Challenger,House,Pennsylvania,Republican,"MEEHAN, ANDREW Republican Pennsylvania House","MEEHAN, ANDREW Republican Pennsylvania House 2021"
2335,H6PA08277,"FITZPATRICK, BRIAN",REP,PA,1,Incumbent,House,Pennsylvania,Republican,"FITZPATRICK, BRIAN Republican Pennsylvania House","FITZPATRICK, BRIAN Republican Pennsylvania House 2021"
2336,H4PA13199,"BOYLE, BRENDAN F",DEM,PA,2,Incumbent,House,Pennsylvania,Democrat,"BOYLE, BRENDAN F Democrat Pennsylvania House","BOYLE, BRENDAN F Democrat Pennsylvania House 2021"
2337,H8PA01245,"LAWRENCE, MICHELE",DEM,PA,2,Open seat,House,Pennsylvania,Democrat,"LAWRENCE, MICHELE Democrat Pennsylvania House","LAWRENCE, MICHELE Democrat Pennsylvania House 2021"
2338,H6PA02171,"EVANS, DWIGHT",DEM,PA,3,Incumbent,House,Pennsylvania,Democrat,"EVANS, DWIGHT Democrat Pennsylvania House","EVANS, DWIGHT Democrat Pennsylvania House 2021"
2339,H4PA21051,"ENGLISH, PHILIP S.",REP,PA,3,Incumbent,House,Pennsylvania,Republican,"ENGLISH, PHILIP S. Republican Pennsylvania House","ENGLISH, PHILIP S. Republican Pennsylvania House 2021"
2340,H8PA04108,"CORBIN-JOHNSON, SHAVONNIA",DEM,PA,4,Challenger,House,Pennsylvania,Democrat,"CORBIN-JOHNSON, SHAVONNIA Democrat Pennsylvania House","CORBIN-JOHNSON, SHAVONNIA Democrat Pennsylvania House 2021"
2341,H8PA04116,"DEAN, MADELEINE",DEM,PA,4,Incumbent,House,Pennsylvania,Democrat,"DEAN, MADELEINE Democrat Pennsylvania House","DEAN, MADELEINE Democrat Pennsylvania House 2021"
2342,H0PA04279,"BARNETTE, KATHY",REP,PA,4,Challenger,House,Pennsylvania,Republican,"BARNETTE, KATHY Republican Pennsylvania House","BARNETTE, KATHY Republican Pennsylvania House 2021"
2343,H8PA15286,"DAVID, DAN",REP,PA,4,Open seat,House,Pennsylvania,Republican,"DAVID, DAN Republican Pennsylvania House","DAVID, DAN Republican Pennsylvania House 2021"
2344,H0PA04287,"TARSHISH, JOE MR.",IND,PA,4,Challenger,House,Pennsylvania,Independent,"TARSHISH, JOE MR. Independent Pennsylvania House","TARSHISH, JOE MR. Independent Pennsylvania House 2021"
2345,H0PA05086,"LANNI, LOU",DEM,PA,5,Challenger,House,Pennsylvania,Democrat,"LANNI, LOU Democrat Pennsylvania House","LANNI, LOU Democrat Pennsylvania House 2021"
2346,H6PA07113,"LI, LINDY",DEM,PA,5,Challenger,House,Pennsylvania,Democrat,"LI, LINDY Democrat Pennsylvania House","LI, LINDY Democrat Pennsylvania House 2021"
2347,H8PA05246,"WERTIME, DAVID",DEM,PA,5,Challenger,House,Pennsylvania,Democrat,"WERTIME, DAVID Democrat Pennsylvania House","WERTIME, DAVID Democrat Pennsylvania House 2021"
2348,H8PA05261,"ARATA, LARRY V MR. III",DEM,PA,5,Challenger,House,Pennsylvania,Democrat,"ARATA, LARRY V MR. III Democrat Pennsylvania House","ARATA, LARRY V MR. III Democrat Pennsylvania House 2021"
2349,H8PA05279,"KIRKLAND, THADDEUS",DEM,PA,5,Challenger,House,Pennsylvania,Democrat,"KIRKLAND, THADDEUS Democrat Pennsylvania House","KIRKLAND, THADDEUS Democrat Pennsylvania House 2021"
2350,H8PA07101,"MUROFF, DANIEL",DEM,PA,5,Open seat,House,Pennsylvania,Democrat,"MUROFF, DANIEL Democrat Pennsylvania House","MUROFF, DANIEL Democrat Pennsylvania House 2021"
2351,H8PA07168,"CHAUNCEY, SHELLY WILSON",DEM,PA,5,Open seat,House,Pennsylvania,Democrat,"CHAUNCEY, SHELLY WILSON Democrat Pennsylvania House","CHAUNCEY, SHELLY WILSON Democrat Pennsylvania House 2021"
2352,H8PA07200,"SCANLON, MARY GAY",DEM,PA,5,Incumbent,House,Pennsylvania,Democrat,"SCANLON, MARY GAY Democrat Pennsylvania House","SCANLON, MARY GAY Democrat Pennsylvania House 2021"
2353,H0PA05094,"PRUETT, DASHA",REP,PA,5,Challenger,House,Pennsylvania,Republican,"PRUETT, DASHA Republican Pennsylvania House","PRUETT, DASHA Republican Pennsylvania House 2021"
2354,H0PA05102,"JORDAN, ROBERT",REP,PA,5,Challenger,House,Pennsylvania,Republican,"JORDAN, ROBERT Republican Pennsylvania House","JORDAN, ROBERT Republican Pennsylvania House 2021"
2355,H8PA07135,"BILLIE, JOSEPH MICHAEL",REP,PA,5,Challenger,House,Pennsylvania,Republican,"BILLIE, JOSEPH MICHAEL Republican Pennsylvania House","BILLIE, JOSEPH MICHAEL Republican Pennsylvania House 2021"
2356,H8PA06087,"HOULAHAN, CHRISSY",DEM,PA,6,Incumbent,House,Pennsylvania,Democrat,"HOULAHAN, CHRISSY Democrat Pennsylvania House","HOULAHAN, CHRISSY Democrat Pennsylvania House 2021"
2357,H0PA06076,"COSTELLO, RYAN A",REP,PA,6,Incumbent,House,Pennsylvania,Republican,"COSTELLO, RYAN A Republican Pennsylvania House","COSTELLO, RYAN A Republican Pennsylvania House 2021"
2358,H0PA06142,"SIEDENBUEHL, THOMAS",REP,PA,6,Challenger,House,Pennsylvania,Republican,"SIEDENBUEHL, THOMAS Republican Pennsylvania House","SIEDENBUEHL, THOMAS Republican Pennsylvania House 2021"
2359,H0PA06159,"STERN, EVERETT MR.",REP,PA,6,Challenger,House,Pennsylvania,Republican,"STERN, EVERETT MR. Republican Pennsylvania House","STERN, EVERETT MR. Republican Pennsylvania House 2021"
2360,H0PA06167,"EMMONS, JOHN MR.",REP,PA,6,Challenger,House,Pennsylvania,Republican,"EMMONS, JOHN MR. Republican Pennsylvania House","EMMONS, JOHN MR. Republican Pennsylvania House 2021"
2361,H2PA06114,"GERLACH, JIM",REP,PA,6,Challenger,House,Pennsylvania,Republican,"GERLACH, JIM Republican Pennsylvania House","GERLACH, JIM Republican Pennsylvania House 2021"
2362,H8PA07192,"MCCAULEY, GREGORY MICHAEL",REP,PA,6,Open seat,House,Pennsylvania,Republican,"MCCAULEY, GREGORY MICHAEL Republican Pennsylvania House","MCCAULEY, GREGORY MICHAEL Republican Pennsylvania House 2021"
2363,H0PA06175,"MCHUGH, JOHN H",IND,PA,6,Challenger,House,Pennsylvania,Independent,"MCHUGH, JOHN H Independent Pennsylvania House","MCHUGH, JOHN H Independent Pennsylvania House 2021"
2364,H2PA15099,"DAUGHERTY, RICHARD D",DEM,PA,7,Open seat,House,Pennsylvania,Democrat,"DAUGHERTY, RICHARD D Democrat Pennsylvania House","DAUGHERTY, RICHARD D Democrat Pennsylvania House 2021"
2365,H8PA15187,"EDWARDS, GREG",DEM,PA,7,Open seat,House,Pennsylvania,Democrat,"EDWARDS, GREG Democrat Pennsylvania House","EDWARDS, GREG Democrat Pennsylvania House 2021"
2366,H8PA15229,"WILD, SUSAN",DEM,PA,7,Incumbent,House,Pennsylvania,Democrat,"WILD, SUSAN Democrat Pennsylvania House","WILD, SUSAN Democrat Pennsylvania House 2021"
2367,H0PA07074,"WELCH, STEVEN D",REP,PA,7,Open seat,House,Pennsylvania,Republican,"WELCH, STEVEN D Republican Pennsylvania House","WELCH, STEVEN D Republican Pennsylvania House 2021"
2368,H0PA07082,"MEEHAN, PATRICK L. MR",REP,PA,7,Incumbent,House,Pennsylvania,Republican,"MEEHAN, PATRICK L. MR Republican Pennsylvania House","MEEHAN, PATRICK L. MR Republican Pennsylvania House 2021"
2369,H0PA07132,"SCHELLER, LISA",REP,PA,7,Challenger,House,Pennsylvania,Republican,"SCHELLER, LISA Republican Pennsylvania House","SCHELLER, LISA Republican Pennsylvania House 2021"
2370,H4PA17141,"CONNOLLY, MATTHEW D",REP,PA,7,Challenger,House,Pennsylvania,Republican,"CONNOLLY, MATTHEW D Republican Pennsylvania House","CONNOLLY, MATTHEW D Republican Pennsylvania House 2021"
2371,H8PA15245,"NOTHSTEIN, MARTY MR.",REP,PA,7,Open seat,House,Pennsylvania,Republican,"NOTHSTEIN, MARTY MR. Republican Pennsylvania House","NOTHSTEIN, MARTY MR. Republican Pennsylvania House 2021"
2372,H8PA15260,"BROWNING, DEAN NAPIER",REP,PA,7,Challenger,House,Pennsylvania,Republican,"BROWNING, DEAN NAPIER Republican Pennsylvania House","BROWNING, DEAN NAPIER Republican Pennsylvania House 2021"
2373,H2PA17079,"CARTWRIGHT, MATTHEW A.",DEM,PA,8,Incumbent,House,Pennsylvania,Democrat,"CARTWRIGHT, MATTHEW A. Democrat Pennsylvania House","CARTWRIGHT, MATTHEW A. Democrat Pennsylvania House 2021"
2374,H0PA08189,"HAAS, HARRY",REP,PA,8,Challenger,House,Pennsylvania,Republican,"HAAS, HARRY Republican Pennsylvania House","HAAS, HARRY Republican Pennsylvania House 2021"
2375,H0PA08197,"DANIELS, TEDDY",REP,PA,8,Challenger,House,Pennsylvania,Republican,"DANIELS, TEDDY Republican Pennsylvania House","DANIELS, TEDDY Republican Pennsylvania House 2021"
2376,H0PA08205,"GRANVILLE, EARL",REP,PA,8,Challenger,House,Pennsylvania,Republican,"GRANVILLE, EARL Republican Pennsylvania House","GRANVILLE, EARL Republican Pennsylvania House 2021"
2377,H0PA08213,"MARSICANO, MICHAEL",REP,PA,8,Challenger,House,Pennsylvania,Republican,"MARSICANO, MICHAEL Republican Pennsylvania House","MARSICANO, MICHAEL Republican Pennsylvania House 2021"
2378,H0PA08221,"BOGNET, JIM",REP,PA,8,Challenger,House,Pennsylvania,Republican,"BOGNET, JIM Republican Pennsylvania House","BOGNET, JIM Republican Pennsylvania House 2021"
2379,H0PA08239,"CAMMISA, MIKE",REP,PA,8,Challenger,House,Pennsylvania,Republican,"CAMMISA, MIKE Republican Pennsylvania House","CAMMISA, MIKE Republican Pennsylvania House 2021"
2380,H4PA08074,"FITZPATRICK, MICHAEL G.",REP,PA,8,Incumbent,House,Pennsylvania,Republican,"FITZPATRICK, MICHAEL G. Republican Pennsylvania House","FITZPATRICK, MICHAEL G. Republican Pennsylvania House 2021"
2381,H8PA17050,"CHRIN, JOHN R",REP,PA,8,Challenger,House,Pennsylvania,Republican,"CHRIN, JOHN R Republican Pennsylvania House","CHRIN, JOHN R Republican Pennsylvania House 2021"
